SampleID,qPCR16S
FMT.0059I,1773.613015
FMT.0059J,6192754.571
FMT.0059K,17368074.61
FMT.0059L,8832650.532
FMT.0059M,4548400.681
FMT.0059N,61106589.4
FMT.0059O,1269689.226
FMT.0059P,73761.28178
FMT.0059Q,35686103.45
FMT.0059R,26477356.9
FMT.0059S,106784448.2
FMT.0059T,141140795.3
FMT.0059U,26447261.86
FMT.0059V,19960066.59
FMT.0059X,23353258.79
FMT.0059Y,30913794.22
FMT.0059Z,40555835.7
FMT.0060A,100067806.2
FMT.0060F,166244704.2
FMT.0060H,507264048.5
FMT.0060I,266790973.8
FMT.0060J,17357000.9
FMT.0060O,75201687.21
FMT.0061A,14360377.94
FMT.0061B,103915586.7
FMT.0061BB,727542444.9
FMT.0061C,66220492.58
FMT.0061CC,0.0
FMT.0061D,26179407.77
FMT.0061DD,715123166.1
FMT.0061E,19071804.58
FMT.0061EE,10198055.16
FMT.0061F,17742907.41
FMT.0061FF,14938203.61
FMT.0061G,38742587.5
FMT.0061GG,90285949.94
FMT.0061H,10188067.44
FMT.0061I,2377375.894
FMT.0061J,881040.4373
FMT.0061K,18691657.89
FMT.0061L,5156.74275
FMT.0061R,34094.70252
FMT.0061S,1163058.769
FMT.0061U,22989.1873
FMT.0061X,379001.3055
FMT.0061Z,95232146.41
FMT.0062A,3407169.424
FMT.0062AA,229.5001894
FMT.0062B,4369602.996
FMT.0062BB,694250.9146
FMT.0062D,31126045.23
FMT.0062E,52949480.47
FMT.0062EE,6272356.603
FMT.0062F,41342027.45
FMT.0062G,21326727.66
FMT.0062H,102082824.7
FMT.0062L,70301009.7
FMT.0062M,696458.3333
FMT.0062O,15755.91672
FMT.0062P,3062.209451
FMT.0062Q,820.9253659
FMT.0062R,8743.149866
FMT.0062S,304400.8659
FMT.0062T,1183617.613
FMT.0062V,6257020.33
FMT.0062W,5363764.296
FMT.0062X,3081265.365
FMT.0062Y,381148.6022
FMT.0062Z,436971.4362
FMT.0063A,25686862.64
FMT.0063B,38532356.06
FMT.0063C,695380.3357
FMT.0063CC,4023.101462
FMT.0063D,2258282.624
FMT.0063E,506283.9929
FMT.0063EE,157502.3175
FMT.0063EEE,53830247.73
FMT.0063F,244273.0311
FMT.0063FFF,29982902.16
FMT.0063G,3265906.269
FMT.0063I,3123774.494
FMT.0063III,109147642.0
FMT.0063JJJ,9119830.769
FMT.0063K,559550.2451
FMT.0063KKK,106876112.4
FMT.0063L,15250167.02
FMT.0063LLL,43517356.5
FMT.0063M,11236183.48
FMT.0063MM,20189847.22
FMT.0063N,421327.2028
FMT.0063NN,30744074.33
FMT.0063OO,34997339.05
FMT.0063P,12698.00139
FMT.0063TT,50839912.95
FMT.0063UU,242517950.2
FMT.0063YY,236463230.5
FMT.0064A,11557458.21
FMT.0064B,85159058.38
FMT.0064FF,17195325.26
FMT.0064H,555277.9154
FMT.0064J,39859.30275
FMT.0064K,82494.48003
FMT.0064M,480431.7472
FMT.0064O,154399.9314
FMT.0064P,568141.5516
FMT.0064Q,969908.7897
FMT.0064R,32745.71356
FMT.0064S,308965.6929
FMT.0064T,1177321.682
FMT.0064V,1126969.147
FMT.0064X,29542255.96
FMT.0066A,19732937.63
FMT.0066B,69622329.77
FMT.0066C,30557310.04
FMT.0066D,32370164.66
FMT.0066E,18988357.49
FMT.0066F,21891480.14
FMT.0066G,13326471.78
FMT.0066H,6541443.211
FMT.0066I,25812685.96
FMT.0066J,3828803.384
FMT.0066K,5442278.457
FMT.0066L,35134557.29
FMT.0066M,37520832.38
FMT.0066N,4846237.033
FMT.0066O,8628250.0
FMT.0066P,11508362.85
FMT.0066Q,5378397.552
FMT.0066R,801954.2549
FMT.0066S,33062124.77
FMT.0066T,37043320.99
FMT.0066U,7838024.246
FMT.0066W,45123339.42
FMT.0066X,83021401.75
FMT.0066Y,2030547.378
FMT.0066Z,83640919.25
FMT.0067A,22138475.89
FMT.0067B,65737766.67
FMT.0067C,38603448.32
FMT.0067N,11122392.05
FMT.0067U,63130701.59
FMT.0068A,15204016.05
FMT.0068B,20590354.12
FMT.0068C,68447965.33
FMT.0068D,2186875.095
FMT.0068E,9381116.325
FMT.0068F,34539302.98
FMT.0068G,70473167.56
FMT.0068H,60033993.77
FMT.0068I,19310321.12
FMT.0068J,35266535.03
FMT.0068L,5532776.905
FMT.0068M,190990.9601
FMT.0068N,28908.67265
FMT.0068Q,1693141.496
FMT.0068R,2951925.86
FMT.0068T,99661.15451
FMT.0068U,5102813.86
FMT.0068V,8539432.449
FMT.0068W,10529606.44
FMT.0068X,29362927.14
FMT.0068Y,38717888.89
FMT.0069AA,3693179.816
FMT.0069B,63955323.48
FMT.0069C,43740336.09
FMT.0069D,80066552.46
FMT.0069E,137905278.4
FMT.0069F,183005228.1
FMT.0069G,63105429.54
FMT.0069H,19116106.99
FMT.0069I,14990085.62
FMT.0069J,3842273.87
FMT.0069L,38929245.46
FMT.0069M,3813218.168
FMT.0069N,118073445.1
FMT.0069O,10310927.14
FMT.0069P,31153252.96
FMT.0069Q,60258794.97
FMT.0069R,23202975.87
FMT.0069S,9406154.832
FMT.0069W,1403128796.0
FMT.0069X,823841057.9
FMT.0069Y,1418232504.0
FMT.0069Z,56805962.38
FMT.0070A,114906114.0
FMT.0070C,103083925.5
FMT.0070D,580583.54
FMT.0070K,15792728.93
FMT.0070R,263883027.0
FMT.0070T,106351290.2
FMT.0070V,91873900.99
FMT.0070W,1085459417.0
FMT.0072A,9926091.315
FMT.0072I,5010027.44
FMT.0072K,14791831.62
FMT.0073A,209274101.5
FMT.0073B,175232926.5
FMT.0073D,277815816.8
FMT.0073F,54150698.12
FMT.0073G,577574987.2
FMT.0073H,405106939.1
FMT.0073N,155191.9939
FMT.0073P,230878.7634
FMT.0073R,16855.57891
FMT.0073S,110502.4688
FMT.0074A,87125942.39
FMT.0074D,42570204.42
FMT.0074E,80526567.66
FMT.0074F,77223639.24
FMT.0074G,77793535.71
FMT.0074H,63025155.04
FMT.0075B,201306569.4
FMT.0075C,294709835.6
FMT.0075D,81949962.75
FMT.0075E,58659888.89
FMT.0075F,4184318.213
FMT.0075I,16589889.83
FMT.0075J,2264400.971
FMT.0075K,2298728.938
FMT.0075L,9976460.64
FMT.0075M,9993386.488
FMT.0075N,57595077.13
FMT.0076Q,24304339.78
FMT.0077AA,297712616.8
FMT.0077B,87045449.04
FMT.0077C,373128582.7
FMT.0077CC,24837294.95
FMT.0077D,11276995.99
FMT.0077DD,30247940.74
FMT.0077EE,237379574.1
FMT.0077F,13559477.44
FMT.0077FF,9660697.647
FMT.0077G,5506756.848
FMT.0077GG,20298733.43
FMT.0077H,177094437.4
FMT.0077HH,2196208.242
FMT.0077I,35508601.89
FMT.0077II,113531114.9
FMT.0077J,22518381.52
FMT.0077JJ,37063596.64
FMT.0077K,4400331.859
FMT.0077KK,47598780.36
FMT.0077L,1849867.565
FMT.0077LL,95308267.86
FMT.0077M,392280.1186
FMT.0077MM,59161398.21
FMT.0077N,3117701.682
FMT.0077NN,8612727.187
FMT.0077O,5482643.44
FMT.0077OO,19861391.26
FMT.0077P,360601.6282
FMT.0077PP,47093686.29
FMT.0077QQ,2527809.587
FMT.0077R,5644888.571
FMT.0077RR,51049472.38
FMT.0077S,2758678.564
FMT.0077SS,91757286.69
FMT.0077T,143543559.5
FMT.0077U,144744276.7
FMT.0077X,14492273.38
FMT.0077Y,64197736.84
FMT.0077Z,95100130.31
FMT.0079D,177847743.6
FMT.0079E,7717780.234
FMT.0079F,5269075.82
FMT.0079G,2506687.73
FMT.0079I,308852.5318
FMT.0079M,2357731.584
FMT.0079O,14410268.64
FMT.0079P,283858173.9
FMT.0080B,34802714.48
FMT.0080C,790244.2508
FMT.0080D,7733255.765
FMT.0080E,23599988.61
FMT.0080F,12244563.52
FMT.0080H,546037.9951
FMT.0080I,1421473.684
FMT.0080J,10936724.5
FMT.0080K,18979800.08
FMT.0080L,3232497.841
FMT.0080Q,25654644.59
FMT.0080R,772851168.8
FMT.0080T,84306898.12
FMT.0081AA,1877455.313
FMT.0081B,69580264.37
FMT.0081C,111868678.2
FMT.0081G,86917619.7
FMT.0081L,63384245.4
FMT.0081N,13733187.47
FMT.0081O,27376852.12
FMT.0081P,51767418.66
FMT.0081Q,150606422.8
FMT.0081T,562231916.0
FMT.0081W,444169765.6
FMT.0081X,40042472.22
FMT.0081Y,203097856.9
FMT.0081Z,0.0
FMT.0082B,60004528.27
FMT.0082C,63175555.97
FMT.0082D,73435399.57
FMT.0082E,62981915.23
FMT.0082F,24854447.77
FMT.0082J,58769050.49
FMT.0082K,29043456.11
FMT.0082L,1884064.598
FMT.0082M,20743475.56
FMT.0082N,83946290.74
FMT.0082O,0.0
FMT.0082Q,955425.3231
FMT.0082Y,61727810.04
FMT.0082Z,2176931472.0
FMT.0083A,936888.6097
FMT.0083B,299993611.7
FMT.0083J,95539268.89
FMT.0083K,84642601.89
FMT.0083L,23982754.61
FMT.0083M,13706778.46
FMT.0083O,67233116.44
FMT.0083P,244754561.3
FMT.0083Q,457434527.0
FMT.0083S,126293149.4
FMT.0083T,10807329.53
FMT.0083U,8388132.844
FMT.0083V,0.0
FMT.0083W,438353315.7
FMT.0083X,398671974.7
FMT.0085A,100075951.7
FMT.0085B,26245043.57
FMT.0085C,90112929.38
FMT.0085D,19521911.38
FMT.0085E,5502000.0
FMT.0085F,11681171.88
FMT.0085G,47078329.92
FMT.0085H,90732421.27
FMT.0088A,91913326.7
FMT.0088B,55023369.75
FMT.0088C,14275968.66
FMT.0088D,12963943.07
FMT.0088E,49765153.03
FMT.0088F,72050204.78
FMT.0088G,125913494.9
FMT.0088H,63400052.51
FMT.0089A,43774031.35
FMT.0089B,66673051.14
FMT.0089C,77799762.82
FMT.0089D,76654897.87
FMT.0089E,62973196.67
FMT.0089F,104522408.0
FMT.0089G,24519479.4
FMT.0089H,45347184.31
FMT.0089I,27744857.14
FMT.0089J,12433745.88
FMT.0089K,16199464.17
FMT.0089L,8069188.783
FMT.0089M,31355.59882
FMT.0089N,9602367.41
FMT.0089O,10359846.86
FMT.0089P,14064182.6
FMT.0089Q,457264.3922
FMT.0089R,283384.3465
FMT.0089S,57457731.11
FMT.0090A,31789223.92
FMT.0090B,19489371.58
FMT.0090C,40295.30838
FMT.0090D,2691808.868
FMT.0090E,470777.0346
FMT.0090F,4747014.244
FMT.0090G,3013102.957
FMT.0090H,14797359.45
FMT.0090K,13756.87905
FMT.0090P,26230.48425
FMT.0090Q,35064.19596
FMT.0090T,594611.3062
FMT.0090U,33286726.25
FMT.0090V,20165.9752
FMT.0090W,3877956.361
FMT.0090X,43893124.54
FMT.0090Y,145882045.5
FMT.0091AA,3191450.541
FMT.0091B,46181703.96
FMT.0091BB,1478445.018
FMT.0091CC,1399228.926
FMT.0091D,138060623.0
FMT.0091DD,4631210.925
FMT.0091E,145767025.6
FMT.0091EE,5555902.61
FMT.0091F,48963563.96
FMT.0091FF,73236784.16
FMT.0091G,76963348.09
FMT.0091GG,223646817.0
FMT.0091H,7668575.91
FMT.0091HH,6941382.035
FMT.0091II,49572.80099
FMT.0091J,15182.65252
FMT.0091K,1508729.678
FMT.0091KK,26315208.63
FMT.0091LL,102382624.3
FMT.0091O,170868.5494
FMT.0091OO,6054128.862
FMT.0091PP,17672635.52
FMT.0091Q,32465.75414
FMT.0091QQ,1948391111.0
FMT.0091RR,793610892.9
FMT.0091S,1614062.549
FMT.0091SS,196916946.1
FMT.0091V,89663.82663
FMT.0091W,205691.9748
FMT.0091X,377274.2779
FMT.0091Z,22757861.22
FMT.0092A,219438807.6
FMT.0092AA,47287188.85
FMT.0092B,853261368.7
FMT.0092C,29517629.5
FMT.0092CC,23487951.05
FMT.0092D,287641694.4
FMT.0092DD,86308839.31
FMT.0092E,145019376.9
FMT.0092EE,8231519.378
FMT.0092F,53324214.07
FMT.0092FF,236050865.7
FMT.0092G,20183588.41
FMT.0092GG,75142773.95
FMT.0092HH,229122619.6
FMT.0092I,10888285.4
FMT.0092II,13088172.72
FMT.0092J,2372001.946
FMT.0092JJ,80972134.83
FMT.0092K,380121726.1
FMT.0092KK,177870520.6
FMT.0092L,68068953.41
FMT.0092LL,614117957.0
FMT.0092M,45263073.61
FMT.0092MM,968465452.1
FMT.0092N,52897598.17
FMT.0092NN,4630.852366
FMT.0092O,7253668.361
FMT.0092OO,3791006.944
FMT.0092P,220081989.7
FMT.0092Q,10249354.61
FMT.0092S,40123870.77
FMT.0092T,3987843.183
FMT.0092U,12495122.92
FMT.0092V,66846952.61
FMT.0092X,3407689.318
FMT.0092Y,18664744.09
FMT.0092Z,31657251.26
FMT.0093A,627608.4714
FMT.0093BB,135714174.2
FMT.0093C,40517664.88
FMT.0093CC,70791707.36
FMT.0093D,34226619.29
FMT.0093E,1572151.944
FMT.0093F,2967756.859
FMT.0093G,711398.1385
FMT.0093GG,18590212.5
FMT.0093H,130520.9415
FMT.0093HH,407914276.4
FMT.0093I,1050970.939
FMT.0093J,1887020.455
FMT.0093K,415882.0578
FMT.0093L,4586885.827
FMT.0093P,11932.92226
FMT.0093Q,1588.698327
FMT.0093S,12.56961615
FMT.0093T,44575.43067
FMT.0093U,750367.7432
FMT.0093V,355238.2605
FMT.0093W,125793.6901
FMT.0093X,988703.8172
FMT.0093Z,65038463.43
FMT.0094A,33730411.04
FMT.0094C,40019869.57
FMT.0094D,15864681.83
FMT.0094E,94719140.74
FMT.0094F,14676.00508
FMT.0094G,445.8861745
FMT.0094H,163161.7888
FMT.0094I,906659.8783
FMT.0094J,11973.92712
FMT.0094K,249866.87
FMT.0094L,753397.7297
FMT.0094M,71172.22137
FMT.0094N,624000.0
FMT.0094P,3616751.614
FMT.0094Q,714792.5398
FMT.0094R,49687.28067
FMT.0094U,213463658.9
FMT.0094X,265400567.4
FMT.0094Y,93142141.47
FMT.0097A,179220644.2
FMT.0097AA,34554979.99
FMT.0097B,406.1034387
FMT.0097BB,38966882.31
FMT.0097C,59326872.14
FMT.0097CC,80681983.62
FMT.0097D,43635112.13
FMT.0097DD,97434706.99
FMT.0097E,54295492.35
FMT.0097F,66317580.32
FMT.0097G,47439263.04
FMT.0097H,46387118.45
FMT.0097I,85295927.22
FMT.0097J,37883917.26
FMT.0097K,55160927.74
FMT.0097L,144050638.3
FMT.0097M,57133324.44
FMT.0097N,18788240.25
FMT.0097O,674574396.3
FMT.0097P,27278117.54
FMT.0097Q,83269541.5
FMT.0097R,56555178.79
FMT.0097S,76114454.7
FMT.0097T,62172051.53
FMT.0097U,38860960.15
FMT.0097V,170102782.9
FMT.0097W,50583833.79
FMT.0097Y,9244106.021
FMT.0097Z,34645979.7
FMT.0098A,1042604400.0
FMT.0098D,388283666.7
FMT.0098F,211986385.1
FMT.0098I,3236164.48
FMT.0098J,441937184.3
FMT.0098K,321719146.7
FMT.0098L,67057798.79
FMT.0098M,267992224.8
FMT.0098N,203849193.0
FMT.0098O,39961393.49
FMT.0098P,209163493.1
FMT.0099A,703690370.4
FMT.0099B,145986039.4
FMT.0099C,218510118.9
FMT.0099D,141916127.4
FMT.0099E,1578930.081
FMT.0099F,1417293.633
FMT.0099H,143431.5756
FMT.0099I,63598.1753
FMT.0099J,320339.7436
FMT.0099K,3516523.232
FMT.0099M,31846091.35
FMT.0099N,1591918.228
FMT.0099O,97696189.74
FMT.0100B,136868510.7
FMT.0100C,515354250.0
FMT.0100D,5147876.50046168
FMT.0100E,47015925.22089985
FMT.0100F,41798978.9486842
FMT.0100H,8411372.641754717
FMT.0100I,51581224.5385185
FMT.0100J,336590827.2125655
FMT.0100K,10824144.83
FMT.0100L,230282315.4
FMT.0100M,146211672.4
FMT.0100N,97920997.81
FMT.0100O,6153975.535
FMT.0100P,195209578.1
FMT.0101A,135190084.5
FMT.0101B,66607223.91
FMT.0101C,115542422.5
FMT.0101D,18469246.51
FMT.0101E,5903515.368
FMT.0101F,11461726.55
FMT.0101G,1470441.538
FMT.0101H,5656826.305
FMT.0101I,204140.8987
FMT.0101J,6270925.704
FMT.0101K,69302.56953
FMT.0101L,467104.8285
FMT.0102A,68049131.31
FMT.0102D,24146694.15
FMT.0102E,17398603.8
FMT.0102G,15443305.13
FMT.0102H,842110.2135
FMT.0102I,566791.4875
FMT.0102J,24991011.57
FMT.0102K,87044412.7
FMT.0102L,145542080.2
FMT.0102M,59627713.1
FMT.0103A,115320737.5
FMT.0103B,112667025.6
FMT.0103C,87341148.28
FMT.0103D,201081746.8
FMT.0103E,247093522.8
FMT.0103F,98848759.69
FMT.0103G,56867432.22
FMT.0103H,8644501.98
FMT.0103K,293507.3563
FMT.0103M,6686395.386
FMT.0103O,1840458.862
FMT.0103R,23217695.74
FMT.0103S,10172088.71
FMT.0103T,1147748.669
FMT.0103U,2328437.466
FMT.0103V,2418245.134
FMT.0103W,17859628.21
FMT.0103X,97425137.78
FMT.0103Y,368804423.2
FMT.0103Z,277758477.5
FMT.0104A,429667502.8
FMT.0104B,244146813.6
FMT.0104C,49402158.45
FMT.0104D,2900380.306
FMT.0104E,20025753.14
FMT.0104H,100180.7722
FMT.0104J,71199.04205
FMT.0104K,2337060.802
FMT.0104L,5183004.417
FMT.0104M,14977729.97
FMT.0104O,15902797.21
FMT.0104P,52244635.13
FMT.0104Q,68123340.08
FMT.0104R,11160980.75
FMT.0104S,26.2663391
FMT.0104T,166338357.5
FMT.0105A,66277.488
FMT.0105B,151969400.7
FMT.0105C,114880652.4
FMT.0105D,41.17667578
FMT.0105E,128486392.2
FMT.0105F,234282080.9
FMT.0105G,91105484.01
FMT.0105H,119206733.3
FMT.0105I,10093475.75
FMT.0105J,29466.01211
FMT.0105K,45508.22204
FMT.0105L,128069.4419
FMT.0105M,106347.3226
FMT.0105P,2517834.09
FMT.0105Q,32598043.12
FMT.0106A,4697381.754
FMT.0106AA,22108212.18
FMT.0106B,751216.4989
FMT.0106BB,44607.1406
FMT.0106C,43086606.67
FMT.0106CC,1922.835683
FMT.0106D,822843345.0
FMT.0106DD,25895150.24
FMT.0106E,28083510.38
FMT.0106EE,885.8866909
FMT.0106F,7676747.024
FMT.0106G,123948.4464
FMT.0106GG,3863094.876
FMT.0106H,140399.2413
FMT.0106I,105318.4661
FMT.0106K,968247.0439
FMT.0106L,46643443.99
FMT.0106M,108092436.0
FMT.0106R,23400323.07
FMT.0106S,178533964.0
FMT.0106U,5715190.431
FMT.0106V,15664244.67
FMT.0106W,43052984.58
FMT.0106X,28660.15543
FMT.0106Y,150472260.4
FMT.0106Z,5783.345292
FMT.0107B,84953.72898
FMT.0107C,246375.0337
FMT.0107D,301477.8262
FMT.0107E,771152.5033
FMT.0107F,399519.0077
FMT.0107G,556758.0009
FMT.0107H,2283057.047
FMT.0107J,3444577.851
FMT.0107K,3113207.078
FMT.0107L,5919023.872
FMT.0107M,3875477.219
FMT.0107N,1146412.44
FMT.0107O,76122.54391
FMT.0107P,4737070.152
FMT.0107Q,57334201.16
FMT.0107R,26389662.36
FMT.0107T,30498393.74
FMT.0107U,25366967.23
FMT.0107V,88582892.77
FMT.0107W,931879954.4
FMT.0108A,7652482.993
FMT.0108B,54818647.2
FMT.0108C,215564966.2
FMT.0108D,12874080.67
FMT.0108E,9327183.94
FMT.0108F,3645644.112
FMT.0108G,794968.3738
FMT.0108I,359618.8721
FMT.0108J,2624154.399
FMT.0108K,1754751.791
FMT.0108L,12508358.11
FMT.0108M,16019345.65
FMT.0108N,7140871.976
FMT.0108P,174100.5009
FMT.0108Q,2309043.528
FMT.0108R,50063483.22
FMT.0108S,1690026.447
FMT.0108T,24233472.43
FMT.0108U,7267467.206
FMT.0108V,7449164.508
FMT.0108W,42803630.88
FMT.0108X,91194253.16
FMT.0109A,1650217846.0
FMT.0109B,2697795.405
FMT.0109C,49822.7135
FMT.0109D,94748.51959
FMT.0109F,5668095.806
FMT.0109G,130258.7036
FMT.0109H,2959787.901
FMT.0109I,2114118.475
FMT.0109K,26328698.95
FMT.0109L,136072831.3
FMT.0109M,5758013.054
FMT.0110A,73689366.47
FMT.0110B,55987137.81
FMT.0110C,153276356.5
FMT.0110D,147124025.6
FMT.0110E,278751369.8
FMT.0110F,80523275.79
FMT.0110G,80424954.31
FMT.0110H,42493927.29
FMT.0110I,22041598.94
FMT.0110J,42649700.0
FMT.0110K,73321108.37
FMT.0110L,48796638.36
FMT.0110M,37970744.44
FMT.0110N,20549170.39
FMT.0110O,178129831.3
FMT.0111A,60924945.33
FMT.0111B,223146903.9
FMT.0111C,205553755.6
FMT.0111D,169196585.8
FMT.0111E,6256551.768
FMT.0111F,8045650.704
FMT.0111G,4561.367181
FMT.0111I,2970.419616
FMT.0111J,4232.934974
FMT.0111L,159516.6561
FMT.0111M,1837630.132
FMT.0111N,5751.67708
FMT.0111P,27.52581566
FMT.0111S,5895.434958
FMT.0111T,88807985.57
FMT.0111V,671554.1346
FMT.0111W,638560720.7
FMT.0111X,543113285.5
FMT.0111Y,127403186.4
FMT.0111Z,617358447.9
FMT.0112B,21946709.7
FMT.0112D,45912388.21
FMT.0112E,70403200.4
FMT.0112F,66158244.55
FMT.0112G,136725245.0
FMT.0112H,73798623.31
FMT.0112I,49905173.45
FMT.0112J,197208145.0
FMT.0112K,31160646.11
FMT.0112L,116192071.4
FMT.0112M,131328420.2
FMT.0112N,22918.39344
FMT.0112O,168885086.8
FMT.0112P,176549353.1
FMT.0112Q,103242964.1
FMT.0112R,214816666.7
FMT.0112S,66561296.77
FMT.0112T,189935188.8
FMT.0112U,85387358.02
FMT.0112V,151992159.3
FMT.0112W,118002142.9
FMT.0112X,8454.459557
FMT.0112Y,8797298.865
FMT.0112Z,213977216.7
FMT.0113A,162873300.0
FMT.0113B,0.0
FMT.0113C,28077057.83
FMT.0113D,95635088.01
FMT.0113E,140831070.7
FMT.0113F,75020543.77
FMT.0113G,111045745.3
FMT.0113H,45971962.15
FMT.0113I,35597325.47
FMT.0113J,48016979.67
FMT.0113K,110437300.7
FMT.0113L,108835315.4
FMT.0113M,115129959.8
FMT.0113N,53689594.52
FMT.0114A,354644111.1
FMT.0114AA,70830377.84
FMT.0114B,26827208.33
FMT.0114BB,248245739.1
FMT.0114C,1013891429.0
FMT.0114CC,60642878.79
FMT.0114D,1266136082.0
FMT.0114DD,562973750.0
FMT.0114E,62876531.46
FMT.0114F,64758989.9
FMT.0114FF,278617.9187
FMT.0114G,7109835.099
FMT.0114GG,5031215.909
FMT.0114H,16661592.41
FMT.0114HH,4446148.526
FMT.0114I,110348944.6
FMT.0114J,54130703.26
FMT.0114K,1542808.333
FMT.0114O,108006.5799
FMT.0114P,28802054.28
FMT.0114Q,2294905.34
FMT.0114R,344082.1989
FMT.0114S,13855.73661
FMT.0114T,507186.9151
FMT.0114U,5696625.275
FMT.0114V,0.0
FMT.0114W,0.0
FMT.0114X,0.0
FMT.0114Y,0.0
FMT.0114Z,101273265.9
FMT.0116B,22461585.52
FMT.0116C,44162525.49
FMT.0116D,83171049.88
FMT.0116E,92843703.38
FMT.0116F,65014329.14
FMT.0116G,4879.339316
FMT.0116I,43523510.77
FMT.0116J,112266745.1
FMT.0116L,115985387.8
FMT.0116M,89942007.6
FMT.0116N,564082701.1
FMT.0116O,1434812015.0
FMT.0116P,1245379489.0
FMT.0117A,865416451.4
FMT.0117B,206296989.5
FMT.0117C,580573019.6
FMT.0117D,677150217.7
FMT.0117E,227239952.9
FMT.0117F,7220125.478
FMT.0117G,114789148.1
FMT.0117I,210527561.9
FMT.0117K,89271481.28
FMT.0117L,258332305.9
FMT.0117M,309257741.2
FMT.0118B,25272.61053
FMT.0118C,2138371.663
FMT.0118D,662377.9409
FMT.0118E,8190274.74
FMT.0118H,32212170.48
FMT.0118J,67005900.99
FMT.0118K,5861095.515
FMT.0118L,9998431.361
FMT.0118M,21905904.92
FMT.0118O,2277.176057
FMT.0120B,46836321.84
FMT.0120C,10667084.15
FMT.0120D,11057829.15
FMT.0120E,20729121.92
FMT.0120F,203082584.3
FMT.0120G,135382983.0
FMT.0120H,85112453.98
FMT.0120I,12815389.67
FMT.0120J,5141825.959
FMT.0120K,32895836.92
FMT.0120L,202022660.4
FMT.0120N,21553135.6
FMT.0120O,297540156.4
FMT.0120P,160505.8121
FMT.0120Q,274268.0739
FMT.0120R,100333423.6
FMT.0120S,210744082.6
FMT.0120T,66974696.88
FMT.0122A,374626105.0
FMT.0122B,253659912.7
FMT.0122C,101058697.9
FMT.0122D,158594727.5
FMT.0122E,10057019.14
FMT.0122F,9060258.481
FMT.0122J,3752.404661
FMT.0124A,1850649529.0
FMT.0124B,105522704.6
FMT.0124C,223926659.5
FMT.0124D,399854306.7
FMT.0124E,204104556.9
FMT.0124F,104288090.7
FMT.0124G,71109605.15
FMT.0124H,257896155.8
FMT.0124I,212358721.2
FMT.0124J,188062126.3
FMT.0124K,215124079.0
FMT.0124L,265616499.2
FMT.0124M,164645430.0
FMT.0124N,136934956.0
FMT.0124O,141359256.5
FMT.0125A,1153819912.0
FMT.0125AA,457932497.9
FMT.0125B,1507271.107
FMT.0125BB,854770842.8
FMT.0125C,11064860.16
FMT.0125CC,371393033.2
FMT.0125D,13981674.94
FMT.0125E,7077938.012
FMT.0125F,213525207.2036035
FMT.0125G,275593241.0
FMT.0125H,433428478.61623955
FMT.0125I,273854070.50046396
FMT.0125K,1989425320.0
FMT.0125L,575003800.3
FMT.0125M,74812219.2695515
FMT.0125N,7844926.742959695
FMT.0125O,1473917.72675097
FMT.0125P,73782535.63109195
FMT.0125Q,73397258.38132149
FMT.0125R,187659049.8042145
FMT.0125T,6709183.333
FMT.0125U,37701754.33763005
FMT.0125V,42673038.57
FMT.0125W,255282189.6
FMT.0125X,230425145.0
FMT.0125Y,165370579.2
FMT.0125Z,275871739.7
FMT.0126A,2469943.502
FMT.0126AA,374418481.6
FMT.0126B,62123.89933
FMT.0126BB,82606792.04
FMT.0126CC,36542116.67
FMT.0126DD,21474227.08
FMT.0126E,83178356.19
FMT.0126F,45908700.1
FMT.0126FF,602698.4294
FMT.0126G,37088424.62
FMT.0126GG,481518.2983
FMT.0126H,7098894.288
FMT.0126HH,96749984.85
FMT.0126I,1512624.95
FMT.0126II,62550985.42
FMT.0126J,569929.5922
FMT.0126K,1336205.013
FMT.0126L,289746.2955
FMT.0126N,698730.7703
FMT.0126P,443104.3728
FMT.0126Q,23592330.78
FMT.0126R,11562019.08
FMT.0126T,1559280.284
FMT.0126U,33684.31447
FMT.0126V,70472671.64
FMT.0126X,150552583.3
FMT.0126Y,292573354.8
FMT.0126Z,170134450.7
FMT.0127A,3610988.376
FMT.0127B,46473131.18
FMT.0127C,42836137.33
FMT.0127D,15522427.81
FMT.0127E,5744529.045
FMT.0127F,1082896.904
FMT.0127G,53214785.46
FMT.0127H,54087150.52
FMT.0127J,96356316.44
FMT.0128A,0.0
FMT.0128B,103373181.8
FMT.0128C,31783821.12
FMT.0128D,98399505.08
FMT.0128E,113728816.2
FMT.0128F,26082243.46
FMT.0128G,13770489.51
FMT.0128H,43667409.28
FMT.0128I,164014439.3
FMT.0128J,112642337.8
FMT.0128K,68136584.15
FMT.0128L,18073127.15
FMT.0128M,1635891.312
FMT.0128N,110990917.3
FMT.0128O,226936512.4
FMT.0128P,64198091.35
FMT.0128Q,107012891.0
FMT.0128R,170037781.9
FMT.0128S,564946888.9
FMT.0128T,190575095.1
FMT.0128U,98686526.52
FMT.0128V,123528513.5
FMT.0128W,159533543.2
FMT.0128X,6392871.658
FMT.0130A,36463.27415
FMT.0130B,238333617.5
FMT.0130C,159318723.9
FMT.0130D,17347487.86
FMT.0130E,25615250.94
FMT.0130F,57504301.56
FMT.0130G,809510.4257
FMT.0130H,168778329.9
FMT.0130I,201983770.4
FMT.0131A,13689244.54
FMT.0131B,60494654.47
