ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,pident,evalue,HexColor
ASV_177,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_178,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium rubens,100,5.71E-159,#8AAFAF
ASV_179,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces sp,96.241,0,#F2CECE
ASV_180,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_182,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces onychis,100,1.65E-154,#F0C3C3
ASV_183,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium domesticum,100,1.95E-148,#8AAFAF
ASV_184,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium slooffiae,100,1.84E-138,#9D7051
ASV_185,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.798,0,#756EAC
ASV_186,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium polonicum,100,5.71E-159,#BDE1E1
ASV_188,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces marxianus,100,0,#C09C9C
ASV_189,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Symmetrosporaceae,Symmetrospora,Symmetrospora coprosmae,99.273,5.29E-139,#CFA283
ASV_190,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,100,1.44E-139,#F0C3C3
ASV_191,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,100,1.65E-113,#F2CECE
ASV_192,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.799,0,#756EAC
ASV_193,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,100,2.65E-137,#F2CECE
ASV_194,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Dipodascus,Dipodascus geotrichum,98.723,3.56E-115,#F0C3C3
ASV_195,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium infirmominiatum,100,1.84E-138,#C48C66
ASV_196,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia liquefaciens,100,6.99E-148,#9D7051
ASV_197,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor sp,100,2.89E-177,#BEBEBE
ASV_198,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Akanthomyces,Akanthomyces sp,100,2.70E-162,#ADDADA
ASV_199,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,99.103,1.40E-110,#F2CECE
ASV_200,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,100,9.22E-152,#A6A6A6
ASV_201,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,1.49E-106,#756EAC
ASV_202,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.551,9.14E-137,#F2CECE
ASV_203,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Bettsia,Bettsia alvei,99.595,1.22E-125,#8AAFAF
ASV_204,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp,98.406,7.85E-123,#C5C5C5
ASV_205,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,99.554,8.36E-113,#F2CECE
ASV_206,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,98.221,2.54E-137,#C09C9C
ASV_207,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp,98.406,7.85E-123,#C5C5C5
ASV_208,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_209,Fungi,Basidiomycota,Tremellomycetes,unidentified,unidentified,unidentified,Tremellomycetes sp,99.643,1.49E-144,#CFA283
ASV_210,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_211,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.551,9.14E-137,#F2CECE
ASV_212,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Bettsia,Bettsia alvei,100,7.28E-128,#8AAFAF
ASV_213,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus versicolor,100,1.95E-148,#64A363
ASV_214,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,99.103,1.40E-110,#F2CECE
ASV_215,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_216,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,unidentified,unidentified,Spizellomycetales sp,84.583,6.32E-60,#A6A6A6
ASV_217,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.545,3.29E-136,#F2CECE
ASV_218,Fungi,Basidiomycota,Cystobasidiomycetes,unidentified,unidentified,unidentified,Cystobasidiomycetes sp,100,8.74E-132,#C48C66
ASV_219,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,99.554,8.36E-113,#F2CECE
ASV_220,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium capitatum,100,6.60E-138,#9D7051
ASV_221,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.257,1.12E-135,#F0C3C3
ASV_223,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,100,2.65E-137,#F2CECE
ASV_224,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,Wallemia sebi,100,2.43E-142,#CFA283
ASV_225,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida metapsilosis,100,1.97E-148,#F2CECE
ASV_226,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,98.721,0,#8A3030
ASV_227,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus flavus,100,7.52E-163,#64A363
ASV_228,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,5.34E-106,#756EAC
ASV_230,Fungi,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Aureobasidium pullulans,100,9.66E-162,#BDE1E1
ASV_231,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,Basidiomycota sp,95.62,3.21E-121,#C48C66
ASV_232,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sydowii,100,1.95E-148,#3F8D3D
ASV_233,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida orthopsilosis,100,1.12E-140,#F0C3C3
ASV_234,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,100,1.44E-139,#F0C3C3
ASV_235,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia pullulans,100,2.51E-147,#C48C66
ASV_236,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.545,3.29E-136,#F2CECE
ASV_237,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia furfur,99.706,1.05E-176,#602121
ASV_238,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera jadinii,100,1.12E-140,#F0C3C3
ASV_239,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.593,0,#756EAC
ASV_240,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporidiobolus,Sporidiobolus salmonicolor,100,3.22E-146,#9D7051
ASV_241,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.545,3.29E-136,#F2CECE
ASV_242,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium laryngis,100,3.03E-136,#CFA283
ASV_243,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,100,6.27E-179,#AC6D6D
ASV_245,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia obtusa,100,1.36E-180,#8A3030
ASV_246,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium sphaerospermum,100,3.31E-151,#ADDADA
ASV_247,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,9.10E-109,#756EAC
ASV_249,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces onychis,100,4.58E-155,#F0C3C3
ASV_250,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Gibberella,Gibberella avenacea,99.643,5.36E-144,#8AAFAF
ASV_251,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida quercitrusa,100,7.52E-163,#F2CECE
ASV_252,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,Epicoccum nigrum,100,3.12E-141,#ADDADA
ASV_253,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma carnescens,100,2.36E-137,#9D7051
ASV_254,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,1.17E-107,#756EAC
ASV_255,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.551,9.14E-137,#F2CECE
ASV_256,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,100,4.67E-170,#A6A6A6
ASV_257,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,99.744,0,#8A3030
ASV_258,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.545,3.29E-136,#F2CECE
ASV_259,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria infectoria,100,1.67E-169,#BDE1E1
ASV_260,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_261,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Thermomyces,Thermomyces lanuginosus,100,8.07E-178,#ADDADA
ASV_262,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania exigua,100,0,#F0C3C3
ASV_263,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis,100,2.57E-152,#602121
ASV_264,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon jirovecii,100,1.44E-139,#C48C66
ASV_265,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera sp,100,4.01E-140,#C09C9C
ASV_266,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_267,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,99.246,0,#8A3030
ASV_268,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.545,3.29E-136,#F2CECE
ASV_269,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,100,2.65E-137,#F2CECE
ASV_270,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,99.441,0,#AC6D6D
ASV_271,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Gibberella,Gibberella zeae,100,5.30E-144,#8AAFAF
ASV_272,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta,97.964,0,#AC6D6D
ASV_273,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,3.26E-108,#756EAC
ASV_274,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.545,3.29E-136,#F2CECE
ASV_275,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,99.623,1.23E-135,#F2CECE
ASV_278,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,2.54E-109,#756EAC
ASV_279,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora sp,100,3.51E-120,#C09C9C
ASV_280,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,100,1.80E-114,#F2CECE
ASV_281,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,100,9.53E-137,#F2CECE
ASV_282,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Stagonosporopsis,Stagonosporopsis cucurbitacearum,100,4.01E-140,#BDE1E1
ASV_283,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia furfur,100,2.25E-178,#602121
ASV_284,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,7.10E-110,#756EAC
ASV_285,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium commune,100,5.71E-159,#8AAFAF
ASV_286,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,Stemphylium vesicarium,100,5.71E-159,#ADDADA
ASV_287,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.556,2.54E-137,#F2CECE
ASV_288,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,7.10E-110,#756EAC
ASV_289,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma victoriae,99.62,1.41E-134,#C48C66
ASV_290,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_291,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Boeremia,Boeremia exigua,100,1.44E-139,#8AAFAF
ASV_292,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,unidentified,Dipodascaceae sp,98.734,2.78E-116,#C09C9C
ASV_293,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces marneffei,100,1.63E-164,#BDE1E1
ASV_294,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces aphidis,99.719,0,#C48C66
ASV_295,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces ruberrimus,100,1.90E-143,#9D7051
ASV_296,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Bettsia,Bettsia alvei,99.597,3.39E-126,#8AAFAF
ASV_297,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium magnum,100,1.84E-138,#CFA283
ASV_298,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,100,2.65E-137,#F2CECE
ASV_299,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus penicillioides,100,1.67E-169,#327130
ASV_300,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces sp,100,1.90E-143,#CFA283
ASV_301,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.545,3.29E-136,#F2CECE
ASV_302,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.596,0,#756EAC
ASV_303,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,100,9.53E-137,#F2CECE
ASV_304,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporidiobolus,Sporidiobolus salmonicolor,100,3.22E-146,#9D7051
ASV_305,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium digitatum,100,2.05E-158,#ADDADA
ASV_306,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,99.539,4.30E-109,#F2CECE
ASV_307,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,100,7.66E-122,#F2CECE
ASV_308,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.551,9.14E-137,#F2CECE
ASV_309,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus ruber,100,3.12E-141,#3F8D3D
ASV_310,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Piskurozyma,Piskurozyma capsuligena,94.681,3.34E-121,#C48C66
ASV_311,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania gamospora,99.74,0,#F2CECE
ASV_312,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida metapsilosis,99.301,1.18E-145,#F2CECE
ASV_313,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.545,3.29E-136,#F2CECE
ASV_314,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sp,100,1.71E-174,#327130
ASV_315,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon asahii,100,3.89E-135,#CFA283
ASV_316,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta,100,0,#AC6D6D
ASV_317,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus colostri,100,3.22E-146,#9D7051
ASV_318,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,100,5.14E-139,#F0C3C3
ASV_319,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sydowii,100,1.95E-148,#3F8D3D
ASV_320,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,99.623,1.23E-135,#F2CECE
ASV_321,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces sp,100,1.01E-171,#F0C3C3
ASV_322,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium sclerotigenum,100,5.45E-149,#ADDADA
ASV_323,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus niger,100,4.56E-165,#3F8D3D
ASV_324,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.627,2.39E-137,#F0C3C3
ASV_325,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_326,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,99.415,3.80E-176,#AC6D6D
ASV_327,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Dipodascus,Dipodascus geotrichum,100,1.62E-113,#F0C3C3
ASV_329,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_330,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces sp,96.617,0,#F2CECE
ASV_331,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida solani,100,7.18E-153,#C09C9C
ASV_332,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes versicolor,100,1.63E-164,#CFA283
ASV_333,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.913,1.96E-138,#F2CECE
ASV_334,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium macerans,100,6.80E-143,#CFA283
ASV_335,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_336,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,100,2.06E-117,#F2CECE
ASV_337,Fungi,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Aureobasidium pullulans,100,9.66E-162,#BDE1E1
ASV_338,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium corylophilum,100,2.05E-158,#8AAFAF
ASV_339,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,95.572,4.12E-120,#A6A6A6
ASV_340,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.913,1.96E-138,#F2CECE
ASV_341,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_343,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.799,0,#756EAC
ASV_344,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,Gibellulopsis nigrescens,100,1.12E-140,#BDE1E1
ASV_345,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,100,1.22E-155,#C09C9C
ASV_346,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces anomalus,100,5.86E-164,#C09C9C
ASV_347,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Dipodascus,Dipodascus geotrichum,98.718,1.27E-114,#F0C3C3
ASV_348,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,99.628,2.65E-137,#F2CECE
ASV_349,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,5.34E-106,#756EAC
ASV_350,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,100,0,#8A3030
ASV_351,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,98.917,1.96E-138,#C09C9C
ASV_352,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida parapsilosis,99.642,1.92E-143,#F2CECE
