SampleID,qPCR18S
FMT.0251F,21518433.86627907
1785D,21547706.01
FMT.0063II,21948291.666666668
1777C,22106121.35701275
1798F,22573335.58153477
FMT.0020H,22953336.588541668
1757K,23106320.41879252
1192SS,23141843.14
1730A,23238538.586193293
FMT.0010H,23794130.276564777
1442II,23858363.73
1642J,23904123.53
FMT.0250U,24473247.25877193
1731A,24701421.52777778
1759C,25314619.646414343
1814D,25813538.707386363
FMT.0107S,26332185.01984127
FMT.0028I,26343888.88888889
1757U,26417314.70352564
1709F,26910850.7
1789F,27568568.778538816
1818C,27761186.39380531
MSK13,28302183.925653595
1766J,28384621.100567196
1755H,28661003.921568625
1766H,29628386.65086888
1642E,29799675.324675325
FMT.0028H,29998603.43992248
FMT.0239B,30252114.8
1726B,30650642.81
FMT.0244N,31071433.10911809
1766I,31708494.77244772
FMT.0107J,32469691.532258064
1751T,32891130.05151515
1773F,33244972.071256038
FMT.0063PP,33940739.14007092
1757P,33950081.38020833
1686C,34830222.37827715
FMT.0107Q,35196823.3401084
1757M,35424829.38218391
FMT.0244E,36233211.31879542
1757L,37398282.490079366
1757R,37624867.957746476
FMT.0063I,38386947.368421055
FMT.0063CC,38569618.710691825
1776C,39030733.7
FMT.0010G,39216250.0
1642K,39992045.06802721
FMT.0063GGG,42454038.382594414
1192U,42889412.58919471
1785P,43075296.51
1731I,45127995.26862027
1731D,45778973.64217252
FMT.0063FF,45825459.812623285
1798E,48291658.01186944
1751Q,49051088.614346
1706D,49684934.61
1801B,49934607.178714864
1731F,50112478.96950578
FMT.0010T,50191568.287037045
1671D,50432839.0
FMT.0028N,52611733.12883436
FMT.0061S,53060678.79499217
FMT.0063EEE,56954693.73219373
1706B,57230008.97
1705S,58079838.64
1822D,62472938.08411215
1442FF,62805009.22
FMT.0107N,63128922.0505618
FMT.0248B,63713990.14
1818D,66378687.015503876
1757D,66417267.81542056
FMT.0063RR,66537788.59289618
FMT.0107H,69373967.21311475
1728G,69428474.57627118
1713A,69475524.62121212
FMT.0250R,73185475.07788162
1691B,74758178.0167264
FMT.0251E,74916693.37606838
1728B,75202599.2063492
FMT.0063QQ,77348037.70949721
FMT.0251G,77623450.10615712
1731E,79160830.83083081
FMT.0250S,79834749.39613527
FMT.0061X,80459893.93939394
1759D,81323206.75105485
FMT.0107M,84543032.58145362
FMT.0028L,93164866.83848798
FMT.0061V,94898066.52046783
1442W,97510247.71
1798G,98884064.13612565
FMT.0251J,101727034.94623657
1785O,105760520.0
FMT.0107K,107266326.53061225
1721F,107562885.2
1731B,107962445.02314815
1442Z,109252715.9
1720D,110531810.8974359
FMT.0107B,111295097.05488619
1757G,111707941.54228857
1713H,113080508.02139038
FMT.0063I,113128644.73684211
1757O,121733973.122428
FMT.0107G,123595099.73404256
1798N,127038835.66978194
FMT.0063WW,129570174.05063291
FMT.0098X,130599803.03030303
1706C,137765594.4
1766F,137845661.40776697
FMT.0107O,137979559.06148866
1442DD,145854637.9
FMT.0107E,149261072.74401474
1766G,150412349.9293785
1442EE,157303309.6
1757F,158420789.14141417
MSK11,162034414.9543379
1785L,181335686.6
FMT.0063CC,183202704.4025157
1785K,202858236.5
1818I,209055112.00716847
1824I,211703029.62962967
1726C,215596564.5
1757N,218612420.23273274
FMT.0063G,246158338.88888893
FMT.0250F,249414626.5
1705V,251779652.07631877
FMT.0250H,251824653.09200603
FMT.0063YY,252029484.1269841
1758F,259214305.16098484
1678B,275614449.76076555
1705T,305226346.72619045
FMT.0063VV,338859967.1052632
FMT.0250W,339962121.2121212
FMT.0218C,363288368.3
FMT.0061K,403120467.6258993
1728F,420266525.6410256
1785M,446796787.5
FMT.0107P,474147048.61111116
1442JJ,678732642.3
FMT.0107D,684865487.1794872
1824H,694852094.5945946
1728E,731796470.5882353
1442CC,734645345.7
1721D,1108451905.0
1757E,2433090817.9012346
1442AA,2722509901.0
FMT.0061I,3068265913.370998
1442BB,4628029035.0
FMT.0063EE,9937814219.269102
698J,644821.1588541667
1192X,0.0
1192Y,0.0
1192Z,0.0
1398G,124743.69638480393
1398H,12626.279072377874
1644A,11811.583747773158
1644B,2292.3891208315854
1644C,11052.291101453644
1710D,174.90618619051847
1710E,802.0571817413307
1710F,3384.3291039560354
1710G,462.94786909403564
1710H,1058.4128264643718
1710J,17572.558720906574
1710K,16571.85307716837
1801D,607477.5833333334
FMT.0238A,244461.54078185328
FMT.0238C,311015.0694444444
FMT.0218T,7487781.601123597
FMT.0248I,124743.02902110625
FMT.0249B,190858.6033950617
FMT.0249C,8075.96923828125
FMT.0249A,1907.71484375
1645A,1521191.3525068872
1645B,5802674.27398568
1645C,309629.23626242543
1645D,213.11488070175437
1645E,4058.2029324675323
1645F,2038.4058394014962
1645G,0.0
1645H,30.125483840749414
1645I,1029.8932500840338
1645J,99440.00143521595
1645L,260399.17913924053
1656H,36985849.16455696
1656I,935279.2647537473
1656J,44395521.07656612
1656K,3062970.9408099684
1656L,2031265.8610764875
1656M,5278819.243930636
1656N,33809297.94129158
1656O,1255303.0453503183
1663A,3475340.054771784
1663B,1232554.7746456692
1663C,17178585.680751175
1663A,13349096.21
1663B,312.8549746
1663C,3153697.061
1663D,8508765.258
1663E,2547403.959
1663F,412505.4439
1663G,21932494.76
1665J,7259.972793
1665K,2929.959463
1665L,400235.1845
1665M,5227653.134
1665N,22807790.42
1665O,17493540.99
1669A,2415261.521
1669B,143726.6606
1669C,1305868.136
1690E,1496638.258
1690F,1456519.506
1690G,35702323.59
1690H,6630412.476
1690I,11786526.96
1690J,36158038.7
1690K,7393177.083
1690L,228867393.0
1690M,1970084.884
1648A,2120560.904
1648B,8483000.765
1648D,21015508.58
1648E,136385539.5
1648F,33994617.14
1709G,14413811.49
1709H,8127907.28
1709I,911523.4975
1709J,63309.28421
FMT.0113AA,602.728895
FMT.0113BB,8870243.546
FMT.0113CC,10618030.18
FMT.0113Q,84331.62474
FMT.0113R,191236.9191
FMT.0113S,51310.70879
FMT.0113T,321917.8464
FMT.0113U,182770.4092
FMT.0113V,11792.39528
FMT.0113W,19550433.72
FMT.0113X,1032734.414
FMT.0113Y,88445.12392
FMT.0113DD,208181.8674
FMT.0113EE,52693377.35
FMT.0113FF,1666.954459
FMT.0113GG,352.8114607
FMT.0113HH,85691.27767
FMT.0113II,101736.5282
FMT.0113JJ,0.0
FMT.0113KK,21307.7673
FMT.0126OO,1010216.522
FMT.0126PP,2194690.327
FMT.0126QQ,1063140.444
FMT.0126RR,1375080.259
FMT.0126SS,1283998.127
FMT.0242A,214918.1731
FMT.0242B,1072040.785
FMT.0242D,62165.43969
FMT.0242E,48810624.35
FMT.0242F,559144.1411
FMT.0242G,98082.02444
FMT.0242H,602987.9657
FMT.0242I,266056.739
FMT.0245B,202.1989135
FMT.0245C,0.0
1398I,66016.09285
1398J,33480888.1
1398K,4876103.516
1658G,443549.8249
1658H,10256.79697
1658I,13588.28418
1658J,25396.39791
1658K,491889.9087
1665A,701.5966476
1665B,57391.28253
1665C,507925.9414
1665G,33484.61269
1665H,2342.498681
1665I,273452.5843
1665K,5235.994538
1678A,301.0869801
1678B,42324179.63
1680B,1912145.667
FMT.0245D,8656.734954
FMT.0245E,14719206.22
FMT.0245F,959011.2127
FMT.0245H,38839.56644
FMT.0245I,189542.7251
1442T,31413.06398
1442U,6940605.289
1431A,6298.22004
1431B,26261.1319
1431C,18947086.0
1432A,1742977.08
FMT.0125F,41802.6786
FMT.0125G,1228855.55
FMT.0125H,592542.825
FMT.0125I,137354.844
FMT.0161C,161722.411
FMT.0161D,56624.7458
FMT.0161E,73822084.2
FMT.0161F,93149.3019
FMT.0161G,5937.25635
FMT.0161H,66768.3203
FMT.0165J,18830.4712
FMT.0171P,26044987.1
FMT.0171Q,13832363.3
FMT.0171R,15663453.2
FMT.0171S,397485041.0
FMT.0175K,53888.6079
FMT.0175L,34439.6203
FMT.0175M,282275.086
FMT.0175N,476812.4
1366R,1043692.59
1366S,43483748.5
1380G,82.2079614
1380H,4354.83779
1380I,699.33151
1380J,7801.51367
1393D,14728836.2
1393E,4222223.12
1393F,2212982.12
1393G,474344.839
1393H,205976.684
1393I,3544196.07
1393J,2667516.08
1394I,561343.642
1394C,3959305.5
1394D,2120845.93
1394E,189305693.0
1394F,523443.6
1394G,144837.691
1394H,29827.7833
FMT.0158Q,2220019.09
FMT.0165B,835548.612
FMT.0165C,205684.139
1380K,99404.1905
1393K,1328232.7
1393L,6746595.01
1393M,535057.555
1393N,996022.21
1394J,312726.366
1394K,0.0
1394L,0.0
1394M,0.0
FMT.0158R,344774.644
FMT.0165D,16820.0775
FMT.0165E,2015.06182
FMT.0165F,5435.64629
FMT.0165G,11813.3928
FMT.0165H,4185.97959
FMT.0165I,262.763905
FMT.0169B,512639.825
FMT.0169C,10217263.2
FMT.0169D,301613.166
FMT.0169E,104683.676
FMT.0169F,11958587.1
FMT.0172B,498949.55
FMT.0172C,1973711.81
1431D,194649.07
1431E,11954028.2
1432B,66.1690849
1432C,17458.9118
1432D,9286754.43
1432E,4764347.87
1432F,9813857.93
1432G,14040413.3
1432H,51453.7096
FMT.0125J,916.333587
