SampleID,qPCR18S
FMT.0125K,2265566.9
FMT.0125M,1477666.04
FMT.0125N,172126908.0
FMT.0125O,15437875.2
FMT.0161I,3911114.84
FMT.0161J,1949213.48
FMT.0161K,415674.274
FMT.0161L,2767789.77
FMT.0161M,95432.4826
FMT.0161N,2265684.94
FMT.0161O,733747.603
FMT.0180A,669864.803
FMT.0180B,94128.4205
1394N,414794.47
1431F,9193153.5
FMT.0169G,14873.905
FMT.0169H,11894646.0
FMT.0169I,863133.21
FMT.0169J,458596.28
FMT.0169K,14322.875
FMT.0169L,147719.37
FMT.0169M,118914.06
FMT.0169N,2874.9272
FMT.0171B,138120.83
FMT.0171C,441031.97
FMT.0171D,162342.34
FMT.0171E,17267.443
FMT.0171F,119943.51
FMT.0172D,12961494.0
FMT.0172E,11862094.0
FMT.0172F,151935.8
FMT.0172G,7831923.9
FMT.0175B,178818.32
FMT.0175C,544892.67
FMT.0175D,128671.16
1394O,74386499.4
FMT.0165L,22431935.3
FMT.0169O,414929.648
FMT.0171G,36873.3735
FMT.0171H,17185206.7
FMT.0171I,27245638.5
FMT.0171J,1240938.7
FMT.0171K,10211305.2
FMT.0171L,58043390.6
FMT.0171M,20682963.2
FMT.0171N,8983917.84
FMT.0172H,8113131.47
FMT.0172I,52486.9726
FMT.0172J,16633883.1
FMT.0172K,3991130.81
FMT.0172L,3627403.1
FMT.0172M,3360641.98
FMT.0175E,291991.597
FMT.0175F,263311.022
FMT.0175G,42928667.3
FMT.0175H,6067256.46
FMT.0175I,11917552.6
1431G,1891849.0137411347
1432I,888394.3306845966
1432K,175157.7238565418
1432L,31725.18606597799
1432O,17352.857345189805
1442A,11215106.897627966
1442C,20449153.85345482
1443A,546393.0612762655
1443B,164278.16268648132
1443C,27950.074157506813
FMT.0125P,5825630.45511222
FMT.0125Q,12400992.1875
FMT.0125R,1712848.3072916667
FMT.0125U,13095407.122169564
FMT.0161B,284115.2730507426
FMT.0161I,143153.82535267598
FMT.0161Q,345745.42703317286
FMT.0161R,225076.85479259398
FMT.0180C,10913.357731593853
FMT.0180D,2367.5533748408247
FMT.0180E,506.71984246895136
FMT.0180F,1385.7583356902467
FMT.0180G,250.9666080742335
1432M,799893.1709979955
1432N,199.0385864116035
1442B,441663.5581719483
1442D,30184.52685812245
1442E,132463.58591221683
1442F,357948.6841354927
1442G,25582278.554778554
1442H,21895309.500959694
1443D,224108.6769104004
1443E,4401.306117684378
1443F,287.60179315397284
1443G,378.8209764481536
1460A,305708.78623188403
1460B,2301093.895213755
FMT.0125J,6463588.243789718
FMT.0161S,1287.4480407113936
FMT.0161T,39446.26013991725
FMT.0161U,2068.034162425032
FMT.0169P,0.0
FMT.0171O,1213214.7359341825
FMT.0175J,16464011.858974356
FMT.0180H,1139.432576762997
FMT.0180I,598.0491044610368
1460C,1696864.8608265028
1460D,106718.66296234402
1460E,289.6416063110034
1460F,248.91276375141015
1460L,7211204.627949183
1460M,1575778.9705735412
1461A,38030.927878339986
1461B,9315.67303847686
1461C,22618.633622481415
1461D,30985.93778648698
1461E,2590755.1337153777
1461F,14493282.442748092
1461G,566119.8532794426
1461H,5662081.954946441
1461I,5227076.026678656
1461R,25583.731583722933
1461S,57724907.616892904
1461T,171680.65599173555
1461U,2651511.207651869
FMT.0186D,12903.793684018205
FMT.0186E,4877.494949478287
FMT.0186F,4001.922888430882
FMT.0186G,4825.127209871215
FMT.0186H,6566.801236431654
FMT.0186I,6385.620755821422
FMT.0186J,9411.854405556956
FMT.0186K,17805625.0
FMT.0186L,3822788.8492555832
FMT.0186M,50165.589347718254
FMT.0189C,28380880.9982862
FMT.0189I,100028.21509364479
FMT.0189J,644065.7273860399
FMT.0189K,49404.925355816835
FMT.0189L,17186.34794582375
FMT.0189M,853747.7355072463
FMT.0192B,971272.8699252137
FMT.0192C,277970.0404278559
FMT.0192D,199344.23745083972
FMT.0192E,31112.770201667907
FMT.0192F,1254689.4044075964
FMT.0192G,267636.64626560395
FMT.0192H,27807.060216519694
FMT.0192S,8597792.317708334
FMT.0192T,1574754.8314144737
FMT.0196A,616612.604275856
FMT.0196B,310496.03817327233
1442M,1936232.7
1442N,6084072.8
1493D,144367.19
1493E,64390.423
1493F,6188.7325
1493G,341614.03
1493H,289241.1
1493I,146046.99257884972
1493J,775.9045215311004
1493K,9959.49771863118
1493L,12154.204100946374
1493M,20564.0775147929
1462A,1590321.5
1462G,589806.35
1479C,14335649.0
1479G,3527671.1
FMT.0169C,10797336.0
FMT.0169I,12183.947
FMT.0169J,8595669.8
FMT.0195D,930687.43
FMT.0200A,452954.66
FMT.0200B,90664.778
FMT.0200C,18327.187
1493N,268158.9049512468
1511A,524595.2690972222
1511B,62355.12090541874
1511C,372902.961617569
1511D,202003.4839199969
1511E,84558.99779559576
1511F,66132.77805335096
1521M,51950.06084226862
1521N,6382389.103464419
1530B,6709240.885416667
1530C,814195.859375
1530D,3227154.367780528
1532B,28729.654947916668
1532C,4197.4183299657325
FMT.0197M,26405.38853923167
FMT.0197N,198558.58468677494
FMT.0197O,221371.48117970346
FMT.0197P,527714.7556390978
FMT.0208D,22228.81995098792
FMT.0208E,4320.427996098729
FMT.0208F,86447.06789127066
FMT.0208G,8359.606146268105
FMT.0208H,825455.1879985306
FMT.0208J,319644.7232238248
FMT.0208K,159857.64523769947
FMT.0208L,2833166.487949346
FMT.0208M,333466.1635487528
FMT.0208N,6924.796014944286
FMT.0208O,1927840.3191137568
FMT.0208P,1846931.0114059588
FMT.0211B,322113.65419770975
FMT.0211C,5158348.967116358
FMT.0211D,41026463.240542464
FMT.0211E,41833050.51421658
FMT.0211F,57264.868685039546
FMT.0211G,14968866.804534312
FMT.0211H,2027530.472840314
FMT.0211I,4416.877399073377
FMT.0211J,14572.56179352904
FMT.0211K,10003.98043331916
FMT.0211L,1126118.6612406217
FMT.0211M,56344576.822916664
FMT.0211N,31369338.23529412
FMT.0212A,1437561.5351291744
FMT.0212B,29353.153416367826
FMT.0212C,132777.24228896105
FMT.0212E,38808.838856562186
FMT.0215E,68233.2836450923
FMT.0212G,116696.9113817402
FMT.0212F,188306.0456759063
FMT.0215C,357173.18789398833
FMT.0215A,746373.6706764296
FMT.0219H,718524.7049031476
FMT.0215F,3815341.7522831047
FMT.0215B,3790591.227888336
FMT.0219F,4824044.540229885
FMT.0219G,6192376.961219657
FMT.0215D,6121868.210121887
1546B,11979447.513812155
1546C,3991415.7738095243
1546D,14219726.0941247
1546E,95476.30219386672
1546F,122641.24685704021
1546G,1125083.6061017786
1546H,1141913.1961431832
1546I,6182554.943150304
1546J,1419949.7257769653
1560A,6593521.162858817
FMT.0197B,54295.007078439594
FMT.0197C,25953.74624765734
FMT.0197D,19521.314651570854
FMT.0197E,3431244.6964751957
FMT.0197F,26322809.64052288
FMT.0197G,9963842.769876001
FMT.0197H,108080.13060382594
FMT.0197Q,0.0
FMT.0197R,1097415.0830518017
FMT.0197S,263968.9567497185
FMT.0197T,964591.4651181353
FMT.0197U,41313.80365336951
FMT.0212D,35039.02050463447
1511G,39046.02749797507
1511H,13457.260184928453
1511I,87952.77786782505
1511J,190711.94461680207
1511K,2572198.398919753
1521A,4673163.632059229
1521B,1571393.0989583335
1521C,11889223.7654321
1521D,18930054.185351267
1521E,28466.154180021364
1530E,10764.994551928812
1530F,602.0059334817229
1530G,861.1390181262083
1530H,319.7460879816388
1530I,235156.71086282856
1530J,6623830.950032874
1530K,11211273.513920242
1530L,2479825.3580729165
1530M,1890175.414862915
1532D,99687.93624486678
1532E,3126.194092249826
1532F,7272.774232636898
1546A,9235948.649337409
1511L,1302740.2488425926
1511M,1699425.3150720166
1521F,30738.111275025854
1521G,7180178.722504231
1521H,40199.15080639928
1521I,3485.515277443239
1521J,1161.7737896037552
1521K,2960.904739660228
1530A,2739165.6806792873
1532A,312424.24183474435
628B,1113387.9414034132
628C,449727.6475694445
FMT.0197I,473117.45835321245
FMT.0197J,925820.8698986872
FMT.0197K,338233.9969758064
FMT.0197L,256086.23707352055
FMT.0215G,3281168.154761905
FMT.0215H,15178924.319727892
FMT.0215I,79118731.37802608
FMT.0215J,10539270.367263237
FMT.0219E,1941296.2299311927
FMT.0219I,10042.833480624784
FMT.0219J,144167.67866409133
1560B,113041.72023338608
1560C,2639528.5117131616
1560D,397035.8263156115
1560E,17203.84059254013
1560F,6067050.02741228
1574A,418488.4485952171
1574B,389083.93488060427
1574C,1226681.819831591
1574D,13852826.88766114
1574E,4326104.013801537
1574F,267457.0007604453
1574G,9050102.41386218
1574H,23283076.131687243
1574I,1831155.088559814
1574J,2004376.8024065234
628D,7307.912876878666
628E,68802.76612561158
628F,328500.9141224425
628G,1050755.230327984
628H,83813.84516697304
628I,1753185.9398460963
628K,106953.92685949511
1580A,97861.767
1580B,128926.73
1580C,849649.58
1580D,47880585.0
1580E,396747.51
1580F,1531885.5
1580G,8801757.4
1580H,52917209.0
1580I,22298742.0
1580J,3574345.0
1580K,911821.59
1580L,1388776.1
1580M,1101329.8
1581A,9978.9143
1581B,97821.511
1581C,1424594.6
1581D,22660306.0
1583A,4274291.7
1583B,11057419.0
1583C,80111284.0
1583D,18531215.0
1588A,151324.92
628J,1247153.5
1366A,64446445.2
1366B,33640947.6
1366C,267992051.0
1366D,13559790.4
1366E,7624511.9
1366F,97653364.5
1366G,119860612.0
1366H,76813730.2
1366I,63171402.4
1366J,25599902.5
1366K,9802072.86
1366L,24934558.1
1366M,23143149.4
1366N,1028889.58
1371A,205161.792
1371C,1528910.84
1371D,238107.658
1371E,13870316.3
1371F,281329144.0
628L,44045.0006
628M,1015596.31
628N,152797.121
628O,229042.864
1371G,347356593.0
1380A,1098939.09
1574K,1746858.19
1583E,6886484.21
1583F,3451318.46
1583G,26676301.4
1588B,3423.4126
1588C,6904624.13
628C,1595535.45
FMT.0157B,4686955.24
FMT.0157C,1869186.18
FMT.0157D,499015.803
FMT.0157E,87626.7206
FMT.0157F,1852126.63
FMT.0157G,185914.46
FMT.0157H,7428.03942
FMT.0157I,212979.939
FMT.0157J,8972.46198
FMT.0158B,2849952.02
FMT.0158C,630488.915
FMT.0158D,5030020.08
FMT.0158E,1226189.32
FMT.0158F,990422.544
1461Q,244461236.0
1462B,75801.5485
1462C,440158.972
1462D,1021.42906
1462E,1.13079462
1479A,136119.919
1479B,1062350.78
FMT.0125V,98434337.7
FMT.0180J,2356.80103
FMT.0180K,4613.14018
FMT.0180L,4532.38235
FMT.0186B,9623942.96
FMT.0186C,288494.487
FMT.0186N,159545.488
FMT.0186O,126216.734
FMT.0189D,36824314.0
FMT.0189E,6422.96678
FMT.0189F,338872.932
FMT.0189G,35936.8697
FMT.0189H,3396045.17
FMT.0192I,2621738.0
FMT.0192J,126460.501
FMT.0192K,315173.283
1460N,78975988.37209302
1461V,9212029.972752044
1461W,4023366.980820106
1461X,155576.74259334416
FMT.0192L,11477273.832684824
FMT.0192M,320438.1825735993
FMT.0192N,580403.8801096907
FMT.0192O,200999.92505190437
FMT.0192P,20562.002049814357
FMT.0192Q,155443.42750726745
FMT.0192R,35677403.27380952
FMT.0195B,385841.18453644734
FMT.0195C,219364.3737229033
FMT.0195D,726482503.6390102
FMT.0195F,6376058.114035089
FMT.0195G,3580185.860339506
FMT.0196H,87676.20802538561
FMT.0200D,1588529.6984156687
FMT.0200E,18247.861862182617
FMT.0200F,380.8184395059507
FMT.0200G,1202.3598996419753
FMT.0200H,670.7467338591243
FMT.0200I,265.6128489727291
1462H,308881.52551814856
1479D,4118168.062363834
1479E,2462864.2128971075
1479F,70580.6547420317
1493A,51908039.305301644
1493B,3819475.8092286503
1493C,11282738.397696476
1919A,559.7006479899088
1919D,372954752.3809524
1919E,121661350.0
1919F,6446976.19047619
1919G,23255439.285714284
1919H,345150.78125
FMT.0189N,42509733.23890462
FMT.0189O,22451404.944289695
FMT.0189P,11751655.653450806
FMT.0189Q,4900253.051346801
FMT.0189R,906182.1006944444
FMT.0189S,688022.8794642857
FMT.0195E,601454.2168815397
FMT.0195F,571779786.9674187
FMT.0195G,2019358.7480709876
FMT.0195H,13090215.476190478
1881B,37109937.60399334
1881C,74883676.57856093
1881D,35027745.5882353
1881E,41867007.42240216
1881F,1972956.1360677083
1881G,58799545.36604361
1881H,585524369.8732288
1885A,60493933.22014714
1885B,27737336.919398908
1885C,899422.5363756614
1885D,66761523.11991871
1885E,152655701.2487992
1885F,20954357.893450633
1885G,74465945.38897477
1885H,54053734.198270135
1885I,5592402.752842609
1893A,190028.87712445174
1893B,499829.07275534666
1893C,1079292.96875
1893D,679801182.9573934
1934J,6610130.566704892
1934K,4524382.677622842
1934L,2984846.390335648
1885J,247569706.4989518
1893E,529471732.90938
1893F,12035448888.888887
1893G,741028086.9565217
1893H,34408249.299719885
1893I,3903325.1488095243
1896B,194733489.3882647
1896C,140802662.19239372
1896D,29743121.81122449
1896E,121655922.72202998
1896F,137572401.34994805
1902C,18674629.149377592
1937B,11618287.14940669
1937C,5626484.469013236
1937E,598843.1803385417
1937F,16744033.171521034
1951B,4130895.155826558
1957B,185648.54660313646
1957H,1609.240705117412
1957I,934633.5849898064
1965A,223279716.31205675
1965B,83251290.57428215
1965C,273645132.27513224
1902D,5218024.240654206
1902F,5141420.914239482
1902H,60908654.147104844
1902I,80525420.1388889
1902J,317990100.0
1902K,55709483.38963964
1909A,8808859.269932758
1909B,274571793.57021993
1909C,37124363.041289024
1909D,592177.7423730548
1909E,24801701.766304348
1909F,493062.58764022443
1909G,5135119.650900901
1909I,279238.61331866623
1909J,22884785.87962963
1909K,641367493.4383203
1909L,4713342.8697183095
1909M,2355878.1634507827
1915A,444336559.4541911
1915B,3991418.0345117846
1915C,6155595.987136465
1915D,676032.4977490066
1915E,240724.81878326193
1838B,73011076.48725213
1838D,492887.9336022603
1838E,41898466.94378464
1838G,16925145.778938208
1838H,120111642.4535916
1838I,11747048.220973784
1839A,0.0
1839B,0.0
1839C,384147.1823216859
1839D,494491.99394707213
1839E,322971.4582627597
1839F,66981.7431143104
1839G,55111630.32945736
1842A,17608219.98207885
1842B,7321175.169053301
1842C,26265998.10098302
1842D,16853600.187265918
1842E,7461592.725819346
1842F,60185411.7063492
1848A,20046067.023026317
1848B,2838078.663291434
1848C,66703551.67667668
1848D,27796528.070175435
1858H,562357213.3333334
1866A,644112.6432291666
1866B,148431.25
1866C,156125.59895833334
1866D,332083.6848958334
1866E,2692042.03125
1866F,25516.449381510414
1866G,2817.13373819987
1866I,98203.06315104166
1866J,7034.70782731253
1873B,256109960.0
1873C,487485706.6666666
1873D,787082613.3333333
1873F,9719.8974609375
1873G,3861870.416666667
1873H,102159.94466145834
1873I,61723.076171875
1873J,6191.568705240885
1873K,1788.6547735560011
1873L,279972.06474887556
1873R,16406468.704245973
1881A,2901986.666666667
1617L,126522195.65217392
1617M,244446489.010989
1617N,25014538.067190226
1617O,18548703.163390663
1617P,11218025.716145834
1622A,2882711.63387883
1622C,6238200.147141256
1622D,43165.88416466346
1622E,12353459.422831632
1622H,2077740.2195785984
1622I,9394599.938118812
1622J,79200954.14201184
1622K,16164594.234496124
1622L,4520074.354892761
1622N,2481288.837571977
1833A,32523041.543026704
1833B,30987852.961432505
1833C,23683867.428131416
1833E,375401579.5724465
1833F,1658737.3511904762
1833G,69475.17893021785
1833H,140427.91112571882
1838A,490615870.71240103
1957K,421429.4803503788
1957L,10979.708219305487
1965D,6607559.046345811
1965E,160860165.44117647
1965F,397500.33976922004
1965G,230887437.73946357
1965H,3366693.494496856
1965I,670138.1928066039
1965K,21365006.171011057
1965L,29987836.647727273
1965N,296975957.05862397
1965P,187108.83246527778
1976A,376701.29498864856
1976B,75223570.67510548
1976D,4683955.269607843
1976E,1619908.403445513
FMT.0164B,35482.22410912607
FMT.0164C,44138.89048457924
FMT.0164D,81542.03816914237
FMT.0164E,392016070.9219858
FMT.0164F,1743219.8745265151
FMT.0168D,83363198.47020933
FMT.0168E,1285556.017287234
1394A,71340891.06425703
1588D,18200436.58088235
1588E,9003871.268656716
1588F,43906936.80037314
1630K,1219253.9444529342
628P,28225654.6875
628Q,3594324.8046875
FMT.0157K,60315.59295654297
FMT.0157L,19614.851558909697
FMT.0157M,28842.971062345125
FMT.0157N,46513.107481216975
FMT.0157O,699182.6152985976
FMT.0158G,5094695.748256972
FMT.0158H,5495021.9946509
FMT.0158I,31153311.61971831
FMT.0158L,8703704.226321585
FMT.0158M,370601.13926659815
FMT.0158N,792152.2516214623
1366O,3331438.151041667
1366P,457796474.8201439
1366Q,68722224.02597402
1380B,65029438.9619883
1380C,7994.981057598663
1380D,910.3621420313101
1380E,1283.211535854125
1393A,209823.5928188931
1393B,13159785.416666666
1393C,101128422.06790122
1443H,7649.723611027321
1460G,48780271.447721176
1460H,135628017.0316302
1460I,21809563.031709205
1460J,3754582.100591716
1461L,14457811.049883991
1461N,2058318654.4342506
1461O,1334810953.5452323
1461P,1295152087.1143377
1630G,646730.8851680589
1630H,602396.2762188208
1630I,468865.5060907369
1630J,2465328.868519176
1630A,96648.8631370826
1630B,868645182.4817518
1630D,3112955.4680038206
1630F,1639561.6461748634
1981A,172907.14271622477
1981H,2893920.5025337837
FMT.0158F,2853510.9797297297
FMT.0158O,10585073.91624579
FMT.0158P,4717054.42583732
FMT.0232B,264663722.22222224
FMT.0232C,9226035.104986876
FMT.0232D,165064062.5
FMT.0232E,134350647.24919096
FMT.0232F,195225055.27210885
FMT.0232G,48171057.692307696
FMT.0232H,28195124.74670719
FMT.0232J,510299.171367598
FMT.0232K,62211461.02343376
FMT.0232P,102559.19081082496
1915F,31665.235978207533
1915G,228150176.76767677
1921A,900246.8707997311
1921C,831383.6673782418
1921D,9526153.75905797
1921E,300774.05080012075
1921F,2475802.0833333335
1921L,43078210.4519774
1934A,2180659.082745559
1934B,2640552.4918300654
1934C,1262270514.2857144
1934D,11185588.4009009
1934F,1900451.6965951493
1934G,348.13341887100887
1934H,339069160.4477612
1934I,280727243.7810945
FMT.0100D,171753457.91805094
FMT.0100E,97637016.12903225
FMT.0100F,93188025.64102565
FMT.0100G,277877507.7160494
FMT.0100H,45432259.786476865
FMT.0100I,2841307.3799435026
FMT.0100J,9834488.614341086
1617A,1788257.6657863848
1617B,27022.14837271973
1617C,4982.180001745263
1617D,46749.72025553386
1617E,29633054.19007491
1617F,83065898.26839826
1617G,25131505.996309962
1617H,29888367.794486213
1617I,1415275.547357253
1617J,7870056.6314554
1617K,11782405.055331992
FMT.0208B,34111503.24923548
FMT.0208C,3857318.052117712
FMT.0219A,62240.21303321625
FMT.0219B,14913.037531890754
FMT.0219C,21461.63277004076
FMT.0219D,4226036.0962566845
FMT.0240I,7793822.593476532
FMT.0240J,78991172.09834191
FMT.0240L,214981815.0448585
FMT.0240M,209518018.40056616
FMT.0240N,608448.2977642276
FMT.0240O,424676.89295039163
1842I,122954.60743947072
1842J,3880.84862205956
1842Q,3635.7747136174257
1844B,2490770.614364364
1844D,140492402.4024024
1844E,2399803.8663663664
1844F,2660.5244847508643
1844G,241299.0676223098
1844H,1988554.4528903903
1844I,25550105.105105102
1844J,28729161.036036037
1848E,743825.4648297491
1848F,244545440.44044048
1848G,541212.8730292793
1848H,229195.42589464466
1848I,18152221.596596595
1848J,37132769.019019015
1848K,1107398.0816754254
1858A,448678.0726038539
1858B,3979.892749805469
1858D,125803.23976320068
1858F,1270369.431931932
1858G,117742970.47047046
FMT.0229G,572489147.9820628
FMT.0229H,11815411.622276029
FMT.0229I,29642528.464147285
FMT.0229J,162391071.42857143
FMT.0229K,711201778.9757413
FMT.0236B,100445.6172429078
FMT.0236C,284200549.01960784
FMT.0236D,5454845.302152318
FMT.0236E,4019833.0324909748
FMT.0236F,4060411.9892799356
FMT.0236G,480563900.0
FMT.0236H,354715.5115566882
FMT.0236J,365202861.1111111
FMT.0236K,893357257.3839662
FMT.0236L,33659914.77272727
FMT.0236M,73777466.46545942
FMT.0236N,690597519.379845
FMT.0236O,7706652.271775546
FMT.0240B,4248406.073778195
FMT.0240C,19133741.76689576
FMT.0240D,3786893.8386524823
FMT.0240E,10169403.195488721
FMT.0240G,651493.1616748166
