SampleID,ASV,Count
FMT.0218C,ASV_1,2.0
FMT.0244B,ASV_1,3739.0
FMT.0244C,ASV_1,356.0
FMT.0244J,ASV_1,683.0
FMT.0244M,ASV_1,250.0
FMT.0248C,ASV_1,10599.0
FMT.0248H,ASV_1,422.0
FMT.0250C,ASV_1,6553.0
FMT.0250D,ASV_1,5810.0
FMT.0250E,ASV_1,1549.0
FMT.0250F,ASV_1,7.0
FMT.0250H,ASV_1,33.0
FMT.0250I,ASV_1,126.0
FMT.0250J,ASV_1,218.0
FMT.0250P,ASV_1,238.0
FMT.0250R,ASV_1,386.0
1802A,ASV_1,1399.0
1802B,ASV_1,352.0
1802D,ASV_1,578.0
1802H,ASV_1,668.0
1806A,ASV_1,190.0
1806C,ASV_1,385.0
1806D,ASV_1,950.0
1809D,ASV_1,513.0
1809M,ASV_1,206.0
1810A,ASV_1,114.0
1810C,ASV_1,701.0
1814G,ASV_1,145.0
1814L,ASV_1,24511.0
1814M,ASV_1,2574.0
1814N,ASV_1,27352.0
1814O,ASV_1,1973.0
1398I,ASV_1,17344.0
1398J,ASV_1,207.0
1658G,ASV_1,613.0
1658H,ASV_1,32501.0
1658I,ASV_1,6492.0
1658J,ASV_1,3778.0
1658K,ASV_1,3462.0
1665B,ASV_1,11988.0
1665C,ASV_1,258.0
1665G,ASV_1,22758.0
1665H,ASV_1,14232.0
1665I,ASV_1,4385.0
1665K,ASV_1,20008.0
1680B,ASV_1,1109.0
FMT.0242G,ASV_1,9224.0
FMT.0242H,ASV_1,8276.0
FMT.0242I,ASV_1,13826.0
FMT.0245B,ASV_1,10460.0
FMT.0245D,ASV_1,5397.0
FMT.0245E,ASV_1,92.0
FMT.0245F,ASV_1,6683.0
FMT.0245H,ASV_1,15775.0
FMT.0245I,ASV_1,15516.0
1432I,ASV_1,256.0
1432K,ASV_1,1127.0
1432L,ASV_1,1101.0
1432O,ASV_1,186.0
1443A,ASV_1,19604.0
1443B,ASV_1,5519.0
1443C,ASV_1,1677.0
1443E,ASV_1,595.0
1443F,ASV_1,1658.0
1443G,ASV_1,491.0
FMT.0125P,ASV_1,216.0
FMT.0125Q,ASV_1,80.0
FMT.0125R,ASV_1,7031.0
FMT.0125S,ASV_1,76.0
FMT.0161B,ASV_1,488.0
FMT.0161Q,ASV_1,149.0
FMT.0161T,ASV_1,146.0
FMT.0165L,ASV_1,88.0
FMT.0169O,ASV_1,218.0
FMT.0169P,ASV_1,16.0
FMT.0171H,ASV_1,125.0
FMT.0171I,ASV_1,102.0
FMT.0171L,ASV_1,1366.0
FMT.0171M,ASV_1,352.0
FMT.0171N,ASV_1,54.0
FMT.0172J,ASV_1,228.0
FMT.0172K,ASV_1,60.0
FMT.0172L,ASV_1,978.0
FMT.0172M,ASV_1,122.0
FMT.0180D,ASV_1,1404.0
FMT.0180E,ASV_1,3665.0
FMT.0180F,ASV_1,22845.0
FMT.0180G,ASV_1,353.0
FMT.0180H,ASV_1,177.0
FMT.0180I,ASV_1,1903.0
1642O,ASV_1,102.0
1642P,ASV_1,6305.0
1642R,ASV_1,1805.0
1644A,ASV_1,298.0
1644C,ASV_1,864.0
1710A,ASV_1,110.0
1710C,ASV_1,3280.0
1710F,ASV_1,3208.0
1710G,ASV_1,8816.0
1710H,ASV_1,3255.0
1710J,ASV_1,4909.0
1710K,ASV_1,1650.0
1801D,ASV_1,564.0
FMT.0238C,ASV_1,1627.0
FMT.0249B,ASV_1,519.0
FMT.0250U,ASV_1,1233.0
FMT.0250V,ASV_1,3789.0
FMT.0250W,ASV_1,234.0
1893E,ASV_1,1262.0
1893F,ASV_1,58500.0
1893H,ASV_1,57792.0
1896B,ASV_1,123.0
1896C,ASV_1,46.0
1896E,ASV_1,183.0
1896F,ASV_1,8.0
1902C,ASV_1,77.0
1902I,ASV_1,16.0
1909D,ASV_1,1176.0
1909F,ASV_1,950.0
1909I,ASV_1,7612.0
1909J,ASV_1,367.0
1909K,ASV_1,24.0
1909M,ASV_1,1449.0
1915A,ASV_1,14.0
1915B,ASV_1,494.0
1921D,ASV_1,11.0
1921E,ASV_1,2872.0
1921F,ASV_1,50.0
1934B,ASV_1,236.0
1934D,ASV_1,1519.0
1934G,ASV_1,1594.0
1934H,ASV_1,19.0
1934I,ASV_1,25.0
1684A,ASV_1,3560.0
1684B,ASV_1,3904.0
1684C,ASV_1,6118.0
1684D,ASV_1,7395.0
1684E,ASV_1,2532.0
1684F,ASV_1,8530.0
1686A,ASV_1,7763.0
1686C,ASV_1,464.0
1686E,ASV_1,11031.0
1686F,ASV_1,1616.0
1686H,ASV_1,1063.0
1686J,ASV_1,664.0
1686K,ASV_1,1387.0
1686L,ASV_1,899.0
1687A,ASV_1,4132.0
1687B,ASV_1,2197.0
1705T,ASV_1,86.0
1705V,ASV_1,2153.0
1713A,ASV_1,611.0
1713B,ASV_1,5677.0
1713E,ASV_1,3588.0
1713F,ASV_1,3510.0
1713G,ASV_1,385.0
1713I,ASV_1,1141.0
1713J,ASV_1,2030.0
1713K,ASV_1,953.0
1713L,ASV_1,920.0
1713M,ASV_1,1109.0
1713N,ASV_1,2559.0
1713O,ASV_1,6768.0
1713Q,ASV_1,241.0
1716C,ASV_1,20413.0
1720D,ASV_1,260.0
1720G,ASV_1,7405.0
1720H,ASV_1,5790.0
1720I,ASV_1,1690.0
1720J,ASV_1,4164.0
1720K,ASV_1,6373.0
1720L,ASV_1,3200.0
1728B,ASV_1,98.0
1728C,ASV_1,871.0
1728F,ASV_1,89.0
1731A,ASV_1,1303.0
1731E,ASV_1,172.0
1731F,ASV_1,552.0
1731G,ASV_1,1029.0
1731I,ASV_1,176.0
1731K,ASV_1,2989.0
1757K,ASV_1,1649.0
1757M,ASV_1,409.0
1757S,ASV_1,111.0
1757T,ASV_1,40.0
1758E,ASV_1,25.0
1760J,ASV_1,36.0
1766D,ASV_1,1439.0
1766F,ASV_1,24.0
1766G,ASV_1,3.0
1766H,ASV_1,104.0
1766O,ASV_1,61.0
1801B,ASV_1,421.0
1801C,ASV_1,213.0
1766B,ASV_1,266.0
1776F,ASV_1,86.0
1823E,ASV_1,434.0
1823G,ASV_1,124.0
1824D,ASV_1,496.0
FMT.0050K,ASV_1,1427.0
FMT.0063K,ASV_1,186.0
FMT.0063MM,ASV_1,314.0
1671A,ASV_1,1204.0
1671B,ASV_1,803.0
1671E,ASV_1,902.0
1671F,ASV_1,1657.0
1671G,ASV_1,1376.0
1671H,ASV_1,612.0
1671I,ASV_1,446.0
1687C,ASV_1,203.0
1687E,ASV_1,431.0
1687F,ASV_1,1967.0
1687H,ASV_1,74.0
1700A,ASV_1,571.0
1705D,ASV_1,425.0
1705E,ASV_1,1536.0
1705F,ASV_1,1111.0
1705I,ASV_1,717.0
1705J,ASV_1,697.0
1705K,ASV_1,99.0
1705L,ASV_1,521.0
1705M,ASV_1,149.0
1705N,ASV_1,432.0
1705O,ASV_1,389.0
1705P,ASV_1,337.0
1705Q,ASV_1,56.0
1711A,ASV_1,271.0
1711C,ASV_1,541.0
1711D,ASV_1,669.0
1711E,ASV_1,275.0
1711G,ASV_1,791.0
1711K,ASV_1,136.0
1711L,ASV_1,889.0
1711M,ASV_1,246.0
1711N,ASV_1,1052.0
1734A,ASV_1,232.0
1734C,ASV_1,2140.0
1734D,ASV_1,519.0
1734E,ASV_1,1001.0
1734F,ASV_1,894.0
1734H,ASV_1,1479.0
1734J,ASV_1,554.0
1814P,ASV_1,1433.0
1818N,ASV_1,916.0
1818O,ASV_1,322.0
1818P,ASV_1,1274.0
1818Q,ASV_1,561.0
1186A,ASV_1,8691.0
1186H,ASV_1,136.0
1186M,ASV_1,253.0
1186N,ASV_1,192.0
1443H,ASV_1,508.0
1460G,ASV_1,724.0
1460H,ASV_1,378.0
1460I,ASV_1,136.0
1460J,ASV_1,76.0
1461L,ASV_1,1264.0
1461N,ASV_1,122.0
1461P,ASV_1,12.0
1461Q,ASV_1,46.0
1462B,ASV_1,168.0
1462D,ASV_1,1178.0
1462E,ASV_1,326.0
1479A,ASV_1,168.0
1479B,ASV_1,3456.0
FMT.0125U,ASV_1,39.0
FMT.0180J,ASV_1,81.0
FMT.0180K,ASV_1,20.0
FMT.0180L,ASV_1,1813.0
FMT.0186C,ASV_1,161.0
FMT.0186N,ASV_1,18.0
FMT.0186O,ASV_1,1300.0
FMT.0189D,ASV_1,10469.0
FMT.0189E,ASV_1,8781.0
FMT.0189F,ASV_1,11183.0
FMT.0189G,ASV_1,354.0
FMT.0189H,ASV_1,272.0
FMT.0192I,ASV_1,22504.0
FMT.0192J,ASV_1,306.0
FMT.0192K,ASV_1,2064.0
FMT.0192L,ASV_1,48661.0
FMT.0192M,ASV_1,981.0
FMT.0192N,ASV_1,20881.0
FMT.0192O,ASV_1,402.0
FMT.0192P,ASV_1,33834.0
FMT.0192Q,ASV_1,2254.0
FMT.0192R,ASV_1,343.0
FMT.0195B,ASV_1,207.0
FMT.0195C,ASV_1,1801.0
FMT.0196D,ASV_1,1073.0
FMT.0196F,ASV_1,1129.0
FMT.0196G,ASV_1,626.0
FMT.0196H,ASV_1,2705.0
FMT.0200D,ASV_1,753.0
FMT.0200E,ASV_1,164.0
FMT.0200F,ASV_1,894.0
FMT.0200G,ASV_1,495.0
FMT.0200H,ASV_1,1465.0
FMT.0200I,ASV_1,1876.0
FMT.0063AAA,ASV_1,3706.0
FMT.0063BBB,ASV_1,1877.0
FMT.0063EEE,ASV_1,945.0
FMT.0063FFF,ASV_1,3482.0
FMT.0063HHH,ASV_1,621.0
FMT.0063JJ,ASV_1,2288.0
FMT.0063KK,ASV_1,4688.0
FMT.0063PP,ASV_1,1126.0
FMT.0063QQ,ASV_1,434.0
FMT.0063SS,ASV_1,1273.0
FMT.0063TT,ASV_1,1356.0
FMT.0063VV,ASV_1,617.0
FMT.0063WW,ASV_1,646.0
FMT.0063XX,ASV_1,1087.0
FMT.0063ZZ,ASV_1,1164.0
FMT.0107A,ASV_1,581.0
FMT.0107D,ASV_1,46.0
FMT.0107E,ASV_1,47.0
FMT.0107F,ASV_1,44.0
FMT.0107G,ASV_1,491.0
FMT.0107H,ASV_1,110.0
FMT.0107I,ASV_1,511.0
FMT.0107J,ASV_1,741.0
FMT.0107K,ASV_1,48.0
FMT.0107M,ASV_1,97.0
FMT.0107N,ASV_1,353.0
FMT.0107O,ASV_1,53.0
FMT.0107P,ASV_1,34.0
FMT.0107Q,ASV_1,218.0
FMT.0107R,ASV_1,596.0
FMT.0107S,ASV_1,386.0
1366A,ASV_1,55.0
1366B,ASV_1,242.0
1366C,ASV_1,365.0
1366D,ASV_1,67.0
1366E,ASV_1,1127.0
1366F,ASV_1,216.0
1366G,ASV_1,31.0
1366H,ASV_1,44.0
1366I,ASV_1,11.0
1366J,ASV_1,147.0
1366K,ASV_1,366.0
1366L,ASV_1,326.0
1366M,ASV_1,25.0
1366N,ASV_1,1278.0
1371A,ASV_1,16.0
1371C,ASV_1,991.0
1371D,ASV_1,2775.0
1380A,ASV_1,51.0
1574K,ASV_1,3670.0
1588B,ASV_1,9968.0
1588C,ASV_1,4727.0
628J,ASV_1,2580.0
628K,ASV_1,2729.0
628L,ASV_1,2437.0
628M,ASV_1,1275.0
628N,ASV_1,1671.0
628O,ASV_1,5874.0
FMT.0157B,ASV_1,5742.0
FMT.0157C,ASV_1,7668.0
FMT.0157D,ASV_1,4225.0
FMT.0157E,ASV_1,34675.0
FMT.0157F,ASV_1,31106.0
FMT.0157H,ASV_1,1504.0
FMT.0157J,ASV_1,5988.0
1642B,ASV_1,2318.0
1642C,ASV_1,3493.0
1642E,ASV_1,145.0
1687J,ASV_1,2791.0
1687L,ASV_1,27676.0
1687O,ASV_1,7061.0
1691B,ASV_1,178.0
1691C,ASV_1,758.0
1691H,ASV_1,331.0
FMT.0239B,ASV_1,6252.0
FMT.0243C,ASV_1,2427.0
FMT.0243J,ASV_1,12462.0
FMT.0238E,ASV_1,3292.0
FMT.0239C,ASV_1,229.0
FMT.0239D,ASV_1,6948.0
FMT.0241B,ASV_1,1517.0
FMT.0241E,ASV_1,2578.0
FMT.0244E,ASV_1,49.0
FMT.0244F,ASV_1,738.0
FMT.0244H,ASV_1,6130.0
FMT.0244N,ASV_1,154.0
FMT.0244O,ASV_1,222.0
FMT.0244R,ASV_1,741.0
FMT.0250K,ASV_1,1654.0
FMT.0250L,ASV_1,339.0
FMT.0250M,ASV_1,4379.0
FMT.0251A,ASV_1,404.0
FMT.0251B,ASV_1,198.0
FMT.0251C,ASV_1,1304.0
FMT.0251D,ASV_1,53.0
FMT.0251E,ASV_1,480.0
FMT.0251G,ASV_1,9.0
FMT.0251I,ASV_1,44.0
1656D,ASV_1,408.0
1656E,ASV_1,33.0
1656F,ASV_1,26599.0
1656G,ASV_1,233866.0
1657I,ASV_1,34358.0
1705S,ASV_1,179.0
1706B,ASV_1,609.0
1706C,ASV_1,842.0
1706D,ASV_1,81690.0
1706F,ASV_1,113760.0
1708B,ASV_1,87.0
1708C,ASV_1,82.0
1708D,ASV_1,3090.0
1708E,ASV_1,74191.0
1366O,ASV_1,2179.0
1366P,ASV_1,296.0
1366Q,ASV_1,955.0
1380B,ASV_1,780.0
1380C,ASV_1,635.0
1380D,ASV_1,416.0
1380E,ASV_1,305.0
1380F,ASV_1,98992.0
1393A,ASV_1,741.0
1393B,ASV_1,288.0
1393C,ASV_1,41.0
1394A,ASV_1,34.0
1588D,ASV_1,559.0
1588E,ASV_1,209.0
1588F,ASV_1,16.0
1630A,ASV_1,35.0
1630B,ASV_1,111.0
1630C,ASV_1,43.0
1630D,ASV_1,853.0
1630F,ASV_1,5.0
1630G,ASV_1,2300.0
1630H,ASV_1,229.0
1630I,ASV_1,27.0
1630J,ASV_1,437.0
1630K,ASV_1,562.0
628P,ASV_1,2746.0
FMT.0157K,ASV_1,570.0
FMT.0157L,ASV_1,1171.0
FMT.0157M,ASV_1,2450.0
FMT.0157N,ASV_1,16268.0
FMT.0157O,ASV_1,22734.0
FMT.0232B,ASV_1,9267.0
FMT.0232C,ASV_1,1521.0
FMT.0232E,ASV_1,259.0
FMT.0232F,ASV_1,983.0
FMT.0232G,ASV_1,2489.0
FMT.0232H,ASV_1,343.0
FMT.0232J,ASV_1,2509.0
FMT.0232K,ASV_1,1158.0
1161M,ASV_1,256.0
1161N,ASV_1,898.0
1617A,ASV_1,53.0
1617B,ASV_1,6182.0
1617C,ASV_1,1131.0
1617D,ASV_1,1814.0
1617E,ASV_1,6.0
1617F,ASV_1,298.0
1617G,ASV_1,45.0
1617H,ASV_1,32.0
1617N,ASV_1,492.0
1617O,ASV_1,631.0
1617P,ASV_1,29.0
1622A,ASV_1,1304.0
1622C,ASV_1,285.0
1622D,ASV_1,1689.0
1622E,ASV_1,463.0
1622F,ASV_1,3.0
1622G,ASV_1,3.0
1622H,ASV_1,206.0
1622I,ASV_1,158.0
1622J,ASV_1,59.0
FMT.0229G,ASV_1,62.0
FMT.0229H,ASV_1,89.0
FMT.0229I,ASV_1,14751.0
FMT.0229K,ASV_1,31.0
FMT.0236C,ASV_1,551.0
FMT.0236D,ASV_1,100.0
FMT.0236L,ASV_1,551.0
FMT.0236N,ASV_1,3.0
FMT.0236O,ASV_1,30.0
FMT.0240C,ASV_1,144.0
FMT.0240D,ASV_1,626.0
FMT.0240E,ASV_1,93.0
FMT.0240I,ASV_1,531.0
FMT.0240M,ASV_1,24.0
FMT.0240N,ASV_1,1832.0
FMT.0240O,ASV_1,361.0
1957L,ASV_1,5012.0
1965D,ASV_1,3018.0
1965E,ASV_1,233.0
1965F,ASV_1,6575.0
1965G,ASV_1,908.0
1965H,ASV_1,1755.0
1965I,ASV_1,1216.0
1965L,ASV_1,228.0
1965N,ASV_1,43.0
1965P,ASV_1,122.0
1976B,ASV_1,505.0
1976D,ASV_1,802.0
1976E,ASV_1,60.0
1976F,ASV_1,148.0
1981A,ASV_1,1124.0
1981E,ASV_1,102.0
1532E,ASV_1,67.0
1532F,ASV_1,5940.0
1546A,ASV_1,5733.0
1546B,ASV_1,2264.0
1546D,ASV_1,2732.0
1546E,ASV_1,648.0
1546G,ASV_1,784.0
1546I,ASV_1,6246.0
1546J,ASV_1,8070.0
1560A,ASV_1,11054.0
FMT.0197B,ASV_1,73799.0
FMT.0197C,ASV_1,119883.0
FMT.0197D,ASV_1,36841.0
FMT.0197E,ASV_1,7153.0
FMT.0197F,ASV_1,46.0
FMT.0197G,ASV_1,2148.0
FMT.0197H,ASV_1,820.0
FMT.0197Q,ASV_1,6014.0
FMT.0197R,ASV_1,1338.0
FMT.0197S,ASV_1,99.0
FMT.0197T,ASV_1,83.0
FMT.0197U,ASV_1,482.0
FMT.0212D,ASV_1,193.0
FMT.0212E,ASV_1,68.0
FMT.0212F,ASV_1,4799.0
FMT.0212G,ASV_1,49.0
FMT.0215A,ASV_1,1530.0
FMT.0215B,ASV_1,4923.0
FMT.0215C,ASV_1,17116.0
FMT.0215D,ASV_1,30173.0
FMT.0215E,ASV_1,26394.0
FMT.0219F,ASV_1,22011.0
FMT.0219G,ASV_1,11202.0
FMT.0219H,ASV_1,8133.0
1773M,ASV_1,30.0
1773O,ASV_1,351.0
1776D,ASV_1,1870.0
1785O,ASV_1,27.0
1785P,ASV_1,7.0
1431C,ASV_1,51.0
1431E,ASV_1,113.0
1431F,ASV_1,5161.0
1431G,ASV_1,5295.0
1432A,ASV_1,35.0
1432D,ASV_1,11.0
1432G,ASV_1,195.0
1432H,ASV_1,495.0
FMT.0125I,ASV_1,457.0
FMT.0125M,ASV_1,148.0
FMT.0125N,ASV_1,40.0
FMT.0125O,ASV_1,7.0
FMT.0161F,ASV_1,273.0
FMT.0161I,ASV_1,310.0
FMT.0161K,ASV_1,159.0
FMT.0161M,ASV_1,817.0
FMT.0161N,ASV_1,90.0
FMT.0161O,ASV_1,734.0
FMT.0169G,ASV_1,2994.0
FMT.0169I,ASV_1,373.0
FMT.0169J,ASV_1,8863.0
FMT.0169K,ASV_1,985.0
FMT.0171B,ASV_1,20270.0
FMT.0171C,ASV_1,368.0
FMT.0171D,ASV_1,1237.0
FMT.0171F,ASV_1,186.0
FMT.0171G,ASV_1,496.0
FMT.0172D,ASV_1,50.0
FMT.0172E,ASV_1,2047.0
FMT.0172F,ASV_1,557.0
FMT.0172G,ASV_1,60.0
FMT.0172H,ASV_1,22.0
1789F,ASV_1,42.0
1789G,ASV_1,65.0
1789I,ASV_1,232.0
1789J,ASV_1,1066.0
1789K,ASV_1,87.0
1826A,ASV_1,377.0
1826C,ASV_1,59.0
1826E,ASV_1,188.0
972C,ASV_1,744.0
972G,ASV_1,759.0
972H,ASV_1,1497.0
972I,ASV_1,668.0
972L,ASV_1,450.0
972M,ASV_1,424.0
FMT.0001C,ASV_1,76.0
FMT.0001D,ASV_1,504.0
FMT.0061A,ASV_1,848.0
FMT.0064A,ASV_1,87683.0
FMT.0064V,ASV_1,473.0
FMT.0064X,ASV_1,3335.0
FMT.0076O,ASV_1,2104.0
FMT.0076Q,ASV_1,3186.0
FMT.0080A,ASV_1,12235.0
FMT.0080O,ASV_1,133.0
FMT.0080Q,ASV_1,588.0
FMT.0091II,ASV_1,6183.0
FMT.0091KK,ASV_1,3425.0
FMT.0092AA,ASV_1,1809.0
FMT.0092CC,ASV_1,68840.0
FMT.0106A,ASV_1,8174.0
FMT.0106N,ASV_1,1333.0
FMT.0106R,ASV_1,2081.0
FMT.0118F,ASV_1,5030.0
FMT.0118H,ASV_1,3070.0
FMT.0120L,ASV_1,3554.0
FMT.0120N,ASV_1,7671.0
FMT.0154A,ASV_1,458.0
FMT.0154H,ASV_1,706.0
FMT.0154J,ASV_1,2496.0
FMT.0160O,ASV_1,2156.0
FMT.0171A,ASV_1,5249.0
FMT.0171U,ASV_1,1045.0
FMT.0173A,ASV_1,4182.0
FMT.0173N,ASV_1,972.0
FMT.0173P,ASV_1,133.0
FMT.0176A,ASV_1,933.0
FMT.0176Q,ASV_1,722.0
FMT.0176S,ASV_1,4874.0
FMT.0178A,ASV_1,4057.0
FMT.0178W,ASV_1,19.0
FMT.0178Y,ASV_1,4735.0
FMT.0182A,ASV_1,776.0
FMT.0182I,ASV_1,453.0
FMT.0182K,ASV_1,7816.0
FMT.0191A,ASV_1,12350.0
FMT.0191L,ASV_1,21675.0
FMT.0191O,ASV_1,3578.0
FMT.0207M,ASV_1,3465.0
FMT.0207O,ASV_1,1135.0
FMT.0224N,ASV_1,639.0
FMT.0224O,ASV_1,2138.0
1645C,ASV_1,324.0
1645D,ASV_1,1684.0
1645E,ASV_1,296.0
1645F,ASV_1,146.0
1645G,ASV_1,610.0
1645I,ASV_1,1001.0
1645J,ASV_1,1924.0
1648C,ASV_1,414.0
1648E,ASV_1,1317.0
1656H,ASV_1,161363.0
1656I,ASV_1,42012.0
1656J,ASV_1,72925.0
1656K,ASV_1,9566.0
1656L,ASV_1,30844.0
1656N,ASV_1,397.0
1656O,ASV_1,560.0
1658D,ASV_1,185.0
1658F,ASV_1,259.0
1663B,ASV_1,1021.0
1663C,ASV_1,404.0
1663E,ASV_1,648.0
1663F,ASV_1,2659.0
1663G,ASV_1,453.0
1665J,ASV_1,1499.0
1665L,ASV_1,2321.0
1665M,ASV_1,161.0
1669A,ASV_1,292.0
1669B,ASV_1,1217.0
1669C,ASV_1,133.0
1690E,ASV_1,725.0
1690H,ASV_1,206.0
1690J,ASV_1,105.0
1690K,ASV_1,632.0
1690L,ASV_1,134.0
1709G,ASV_1,178.0
1709H,ASV_1,401.0
1709J,ASV_1,1242.0
1833B,ASV_1,42.0
1833C,ASV_1,596.0
1833E,ASV_1,37.0
1833F,ASV_1,23.0
1838A,ASV_1,29.0
1838E,ASV_1,67.0
1839E,ASV_1,1119.0
1842B,ASV_1,219.0
1842C,ASV_1,478.0
1842E,ASV_1,130.0
1842F,ASV_1,66.0
1873F,ASV_1,2313.0
1873G,ASV_1,27.0
1873I,ASV_1,3383.0
1873J,ASV_1,1104.0
1881A,ASV_1,70.0
1881B,ASV_1,38.0
1881H,ASV_1,11.0
1885B,ASV_1,153.0
1885C,ASV_1,346.0
1885E,ASV_1,4.0
1885I,ASV_1,4.0
1460B,ASV_1,571.0
1460C,ASV_1,669.0
1460D,ASV_1,992.0
1460E,ASV_1,364.0
1460F,ASV_1,636.0
1460L,ASV_1,244.0
1460M,ASV_1,4497.0
1461A,ASV_1,142.0
1461B,ASV_1,54.0
1461D,ASV_1,749.0
1461F,ASV_1,119.0
1461G,ASV_1,120.0
1461H,ASV_1,61.0
1461I,ASV_1,42.0
1461R,ASV_1,266.0
1461T,ASV_1,326.0
1461U,ASV_1,120.0
1462A,ASV_1,438.0
1462G,ASV_1,702.0
1479C,ASV_1,1387.0
FMT.0186D,ASV_1,596.0
FMT.0186E,ASV_1,2780.0
FMT.0186F,ASV_1,52.0
FMT.0186G,ASV_1,475.0
FMT.0186H,ASV_1,214.0
FMT.0186I,ASV_1,28.0
FMT.0186J,ASV_1,2012.0
FMT.0186K,ASV_1,93.0
FMT.0186L,ASV_1,122.0
FMT.0186M,ASV_1,22.0
FMT.0189C,ASV_1,4854.0
FMT.0189I,ASV_1,2036.0
FMT.0189J,ASV_1,16047.0
FMT.0189K,ASV_1,24314.0
FMT.0189L,ASV_1,512.0
FMT.0189M,ASV_1,82226.0
FMT.0192B,ASV_1,25423.0
FMT.0192C,ASV_1,435.0
FMT.0192D,ASV_1,2947.0
FMT.0192E,ASV_1,47076.0
FMT.0192F,ASV_1,1402.0
FMT.0192G,ASV_1,26967.0
FMT.0192H,ASV_1,841.0
FMT.0192S,ASV_1,11572.0
FMT.0192T,ASV_1,332.0
FMT.0196A,ASV_1,826.0
FMT.0196B,ASV_1,187.0
FMT.0196C,ASV_1,986.0
FMT.0196J,ASV_1,150.0
FMT.0200A,ASV_1,2005.0
FMT.0200B,ASV_1,916.0
FMT.0200C,ASV_1,2181.0
1461V,ASV_1,123.0
1461W,ASV_1,256.0
1461X,ASV_1,870.0
1462H,ASV_1,360.0
1479D,ASV_1,121.0
1479E,ASV_1,386.0
1493A,ASV_1,75.0
1493B,ASV_1,19.0
1493C,ASV_1,192.0
1856B,ASV_1,24257.0
1856E,ASV_1,44.0
1919A,ASV_1,4168.0
1919D,ASV_1,65627.0
1919E,ASV_1,25417.0
1919H,ASV_1,2913.0
2015C,ASV_1,53.0
2105A,ASV_1,10.0
2105B,ASV_1,816.0
2105D,ASV_1,12.0
2105E,ASV_1,551.0
2105F,ASV_1,41.0
2105Q,ASV_1,23108.0
FMT.0189N,ASV_1,881.0
FMT.0189O,ASV_1,1571.0
FMT.0189P,ASV_1,28448.0
FMT.0189S,ASV_1,482.0
FMT.0195E,ASV_1,35262.0
FMT.0195F,ASV_1,673.0
FMT.0195G,ASV_1,937.0
FMT.0195H,ASV_1,108.0
FMT.0208B,ASV_1,579.0
FMT.0208C,ASV_1,600.0
FMT.0208J,ASV_1,274.0
FMT.0219A,ASV_1,1477.0
FMT.0219B,ASV_1,762.0
FMT.0219C,ASV_1,918.0
FMT.0219D,ASV_1,2877.0
1848C,ASV_1,313.0
1893B,ASV_1,552.0
1893C,ASV_1,36416.0
1893D,ASV_1,136.0
1372R,ASV_1,70.0
1372S,ASV_1,102.0
1381D,ASV_1,688.0
1400A,ASV_1,22.0
1934J,ASV_1,170.0
1937C,ASV_1,973.0
1937E,ASV_1,3523.0
1945F,ASV_1,37.0
1957H,ASV_1,979.0
1965A,ASV_1,6.0
1965B,ASV_1,47.0
FMT.0100D,ASV_1,14.0
FMT.0164B,ASV_1,1916.0
FMT.0164C,ASV_1,7232.0
FMT.0164E,ASV_1,905.0
FMT.0164F,ASV_1,7329.0
FMT.0168E,ASV_1,1277.0
1493D,ASV_1,13280.0
1493E,ASV_1,6330.0
1493F,ASV_1,12942.0
1493G,ASV_1,3922.0
1493H,ASV_1,1619.0
1493K,ASV_1,2067.0
1493L,ASV_1,467.0
1493M,ASV_1,9199.0
1493N,ASV_1,4110.0
1511B,ASV_1,15671.0
1511C,ASV_1,16527.0
1511D,ASV_1,10830.0
1511F,ASV_1,2968.0
1521M,ASV_1,830.0
1521N,ASV_1,8444.0
1530B,ASV_1,4455.0
1530C,ASV_1,6492.0
1532B,ASV_1,468.0
1532C,ASV_1,20774.0
FMT.0197N,ASV_1,980.0
FMT.0197O,ASV_1,15359.0
FMT.0197P,ASV_1,10264.0
FMT.0208E,ASV_1,627.0
FMT.0208G,ASV_1,34064.0
FMT.0208H,ASV_1,3587.0
FMT.0208K,ASV_1,891.0
FMT.0208L,ASV_1,1196.0
FMT.0208M,ASV_1,37430.0
FMT.0208O,ASV_1,11708.0
FMT.0212A,ASV_1,291.0
FMT.0212C,ASV_1,1197.0
FMT.0215I,ASV_1,20.0
1777D,ASV_1,288.0
1777E,ASV_1,239.0
1777G,ASV_1,1809.0
1777I,ASV_1,238.0
1796D,ASV_1,190.0
1796E,ASV_1,615.0
1798I,ASV_1,303.0
1798J,ASV_1,868.0
1798M,ASV_1,198.0
1380G,ASV_1,595.0
1380K,ASV_1,1535.0
1393E,ASV_1,154.0
1393H,ASV_1,5.0
1393I,ASV_1,290.0
1393J,ASV_1,688.0
1393K,ASV_1,635.0
1393L,ASV_1,70.0
1393M,ASV_1,53922.0
1394C,ASV_1,185.0
1394E,ASV_1,82.0
1394F,ASV_1,28.0
1394G,ASV_1,411.0
1394H,ASV_1,374.0
1394I,ASV_1,206.0
1394J,ASV_1,7.0
1431A,ASV_1,4593.0
FMT.0125F,ASV_1,732.0
FMT.0125H,ASV_1,405.0
FMT.0161C,ASV_1,586.0
FMT.0161D,ASV_1,937.0
FMT.0161E,ASV_1,22.0
FMT.0165B,ASV_1,107.0
FMT.0165C,ASV_1,2198.0
FMT.0165H,ASV_1,9255.0
