SampleID,ASV,Count
1866F,ASV_4,32910.0
1866G,ASV_4,773.0
FMT.0020E,ASV_4,1271.0
FMT.0028C,ASV_4,230.0
FMT.0028M,ASV_4,162.0
FMT.0028O,ASV_4,2799.0
FMT.0035C,ASV_4,412.0
FMT.0035D,ASV_4,11746.0
FMT.0035E,ASV_4,3032.0
FMT.0035H,ASV_4,4695.0
FMT.0035L,ASV_4,309.0
FMT.0035M,ASV_4,2070.0
1818A,ASV_4,551.0
1818B,ASV_4,303.0
1818F,ASV_4,1278.0
1818G,ASV_4,16711.0
1818H,ASV_4,12866.0
1823L,ASV_4,2851.0
FMT.0050H,ASV_4,158.0
FMT.0061CC,ASV_4,2169.0
FMT.0061D,ASV_4,3166.0
FMT.0061E,ASV_4,979.0
FMT.0061G,ASV_4,13339.0
FMT.0061H,ASV_4,263.0
FMT.0061I,ASV_4,13.0
FMT.0061J,ASV_4,340.0
FMT.0061K,ASV_4,24.0
FMT.0061L,ASV_4,2107.0
FMT.0061R,ASV_4,766.0
FMT.0061U,ASV_4,2764.0
FMT.0061V,ASV_4,211.0
FMT.0061X,ASV_4,180.0
FMT.0061Z,ASV_4,178.0
FMT.0063B,ASV_4,246.0
FMT.0063C,ASV_4,332.0
FMT.0063F,ASV_4,247.0
FMT.0063P,ASV_4,96.0
1083B,ASV_4,12.0
1694H,ASV_4,272.0
1694I,ASV_4,237.0
1694J,ASV_4,4205.0
1695B,ASV_4,239059.0
FMT.0066Q,ASV_4,1004.0
FMT.0066S,ASV_4,1932.0
1695A,ASV_4,412063.0
FMT.0023C,ASV_4,17432.0
FMT.0066E,ASV_4,256.0
1151G,ASV_4,13.0
195E,ASV_4,41.0
FMT.0122F,ASV_4,40993.0
FMT.0122G,ASV_4,42514.0
FMT.0122I,ASV_4,174324.0
FMT.0122J,ASV_4,262662.0
1606E,ASV_4,29191.0
1606F,ASV_4,300.0
1606G,ASV_4,27.0
FMT.0147D,ASV_4,51.0
FMT.0147L,ASV_4,4.0
FMT.0218C,ASV_5,2989.0
FMT.0244B,ASV_5,3201.0
FMT.0244C,ASV_5,4619.0
FMT.0248B,ASV_5,5686.0
FMT.0248C,ASV_5,4096.0
FMT.0248H,ASV_5,3489.0
FMT.0250C,ASV_5,10399.0
FMT.0250D,ASV_5,3224.0
FMT.0250E,ASV_5,8352.0
FMT.0250F,ASV_5,6440.0
FMT.0250J,ASV_5,2296.0
FMT.0250P,ASV_5,2807.0
FMT.0250R,ASV_5,4309.0
1802A,ASV_5,460.0
1802B,ASV_5,185.0
1802D,ASV_5,236.0
1802F,ASV_5,256.0
1802G,ASV_5,834.0
1802H,ASV_5,442.0
1802N,ASV_5,1334.0
1806A,ASV_5,137.0
1806D,ASV_5,156.0
1809C,ASV_5,409.0
1809D,ASV_5,169.0
1809K,ASV_5,127.0
1809M,ASV_5,114.0
1809N,ASV_5,1388.0
1810A,ASV_5,825.0
1814C,ASV_5,1419.0
1814M,ASV_5,120.0
1814N,ASV_5,154.0
1814O,ASV_5,79.0
1398J,ASV_5,2797.0
1658G,ASV_5,288.0
1658K,ASV_5,1126.0
1665G,ASV_5,1884.0
1665I,ASV_5,2045.0
1665K,ASV_5,794.0
1680B,ASV_5,2435.0
FMT.0242E,ASV_5,7311.0
FMT.0242I,ASV_5,1487.0
FMT.0245B,ASV_5,124.0
FMT.0245F,ASV_5,71.0
FMT.0245H,ASV_5,870.0
1432I,ASV_5,1047.0
1432O,ASV_5,1624.0
1443B,ASV_5,4940.0
1443C,ASV_5,38.0
1443E,ASV_5,1888.0
1443F,ASV_5,1974.0
FMT.0161B,ASV_5,1504.0
FMT.0161P,ASV_5,2121.0
FMT.0161Q,ASV_5,764.0
FMT.0161T,ASV_5,385.0
FMT.0165L,ASV_5,552.0
FMT.0169O,ASV_5,344.0
FMT.0169P,ASV_5,168.0
FMT.0171H,ASV_5,616.0
FMT.0171I,ASV_5,502.0
FMT.0171L,ASV_5,2111.0
FMT.0171M,ASV_5,720.0
FMT.0171N,ASV_5,346.0
FMT.0172J,ASV_5,3728.0
FMT.0172K,ASV_5,1036.0
FMT.0172L,ASV_5,1759.0
FMT.0172M,ASV_5,1610.0
FMT.0180C,ASV_5,346.0
FMT.0180D,ASV_5,552.0
FMT.0180F,ASV_5,333.0
FMT.0180G,ASV_5,483.0
FMT.0180H,ASV_5,184.0
FMT.0180I,ASV_5,1070.0
1642O,ASV_5,804.0
1642P,ASV_5,8896.0
1642R,ASV_5,6378.0
1644A,ASV_5,3364.0
1644C,ASV_5,3609.0
1710A,ASV_5,8598.0
1710C,ASV_5,2940.0
1710F,ASV_5,698.0
1710H,ASV_5,96.0
1710J,ASV_5,1686.0
1710K,ASV_5,3122.0
1801D,ASV_5,4978.0
FMT.0248I,ASV_5,2144.0
FMT.0249B,ASV_5,1555.0
FMT.0250U,ASV_5,1283.0
1896B,ASV_5,2590.0
1896C,ASV_5,1172.0
1896D,ASV_5,1405.0
1902J,ASV_5,2695.0
1902K,ASV_5,2025.0
1909A,ASV_5,1147.0
1909B,ASV_5,3258.0
1909C,ASV_5,286.0
1909D,ASV_5,56.0
1909F,ASV_5,1767.0
1909G,ASV_5,2822.0
1909I,ASV_5,695.0
1909K,ASV_5,2353.0
1909L,ASV_5,3786.0
1915A,ASV_5,13075.0
1915B,ASV_5,3269.0
1921A,ASV_5,1387.0
1921C,ASV_5,2685.0
1921D,ASV_5,252.0
1921E,ASV_5,35.0
1921F,ASV_5,5794.0
1934A,ASV_5,3153.0
1934B,ASV_5,38.0
1934C,ASV_5,11809.0
1934D,ASV_5,2644.0
1934G,ASV_5,3263.0
1934H,ASV_5,1930.0
1934I,ASV_5,2828.0
1684A,ASV_5,1787.0
1686A,ASV_5,320.0
1686E,ASV_5,442.0
1686J,ASV_5,2986.0
1686K,ASV_5,842.0
1686L,ASV_5,3598.0
1687A,ASV_5,1846.0
1687B,ASV_5,366.0
1705V,ASV_5,2016.0
1713A,ASV_5,1987.0
1713B,ASV_5,1820.0
1713E,ASV_5,1046.0
1713F,ASV_5,80.0
1713G,ASV_5,2846.0
1713H,ASV_5,1677.0
1713I,ASV_5,1467.0
1713J,ASV_5,683.0
1713L,ASV_5,531.0
1713M,ASV_5,1586.0
1720G,ASV_5,1087.0
1720H,ASV_5,396.0
1728B,ASV_5,2360.0
1731A,ASV_5,4324.0
1731E,ASV_5,1496.0
1731F,ASV_5,3554.0
1731G,ASV_5,269.0
1731I,ASV_5,2107.0
1757D,ASV_5,5246.0
1757G,ASV_5,1238.0
1757J,ASV_5,5270.0
1757K,ASV_5,6131.0
1757M,ASV_5,11015.0
1757O,ASV_5,1842.0
1757P,ASV_5,1215.0
1757Q,ASV_5,257.0
1757S,ASV_5,1910.0
1757T,ASV_5,3174.0
1757U,ASV_5,580.0
1758A,ASV_5,2943.0
1758D,ASV_5,3400.0
1758E,ASV_5,3793.0
1760B,ASV_5,3108.0
1760C,ASV_5,2072.0
1760G,ASV_5,2456.0
1760H,ASV_5,36.0
1760I,ASV_5,3756.0
1760K,ASV_5,212.0
1760L,ASV_5,40.0
1766F,ASV_5,4378.0
1766I,ASV_5,1755.0
1766J,ASV_5,4042.0
1766L,ASV_5,28.0
1766M,ASV_5,783.0
1766N,ASV_5,5482.0
1766O,ASV_5,1648.0
1801A,ASV_5,3766.0
1766B,ASV_5,243.0
1776F,ASV_5,443.0
1776I,ASV_5,522.0
1776J,ASV_5,397.0
1823C,ASV_5,78.0
1823G,ASV_5,232.0
1823N,ASV_5,765.0
1824B,ASV_5,764.0
1824D,ASV_5,197.0
FMT.0041B,ASV_5,144.0
FMT.0041C,ASV_5,368.0
FMT.0063K,ASV_5,194.0
FMT.0063MM,ASV_5,92.0
FMT.0063N,ASV_5,221.0
FMT.0063NN,ASV_5,269.0
1671G,ASV_5,180.0
1687C,ASV_5,444.0
1687E,ASV_5,650.0
1705F,ASV_5,288.0
1705J,ASV_5,506.0
1705K,ASV_5,69.0
1705O,ASV_5,92.0
1711C,ASV_5,965.0
1711D,ASV_5,720.0
1711E,ASV_5,253.0
1711F,ASV_5,789.0
1711G,ASV_5,1177.0
1711H,ASV_5,1020.0
1711K,ASV_5,978.0
1711L,ASV_5,265.0
1711M,ASV_5,1353.0
1734C,ASV_5,500.0
1734D,ASV_5,818.0
1734F,ASV_5,131.0
1814P,ASV_5,452.0
1818O,ASV_5,239.0
1818P,ASV_5,302.0
1015A,ASV_5,29424.0
1015H,ASV_5,29079.0
1186A,ASV_5,22983.0
1186B,ASV_5,22981.0
1186E,ASV_5,23734.0
1186F,ASV_5,10223.0
1186G,ASV_5,22598.0
1186H,ASV_5,50579.0
1186I,ASV_5,37529.0
1186J,ASV_5,50565.0
1186K,ASV_5,23823.0
1186M,ASV_5,26172.0
1186N,ASV_5,35214.0
1186P,ASV_5,25486.0
1186R,ASV_5,36606.0
634F,ASV_5,548.0
997A,ASV_5,18297.0
1443H,ASV_5,124.0
1460G,ASV_5,442.0
1460H,ASV_5,66.0
1460I,ASV_5,161.0
1460J,ASV_5,17.0
1461L,ASV_5,367.0
1462B,ASV_5,6.0
1462D,ASV_5,122.0
1462E,ASV_5,44.0
1479A,ASV_5,24.0
1479B,ASV_5,45.0
FMT.0180J,ASV_5,9.0
FMT.0180L,ASV_5,185.0
FMT.0186N,ASV_5,17.0
FMT.0186O,ASV_5,22.0
FMT.0189D,ASV_5,123.0
FMT.0189E,ASV_5,350.0
FMT.0189F,ASV_5,106.0
FMT.0189H,ASV_5,144.0
FMT.0192I,ASV_5,16.0
FMT.0192J,ASV_5,28.0
FMT.0192L,ASV_5,109.0
FMT.0192M,ASV_5,353.0
FMT.0192N,ASV_5,56.0
FMT.0192P,ASV_5,130.0
FMT.0192Q,ASV_5,160.0
FMT.0192R,ASV_5,135.0
FMT.0195C,ASV_5,127.0
FMT.0196D,ASV_5,131.0
FMT.0196F,ASV_5,267.0
FMT.0196G,ASV_5,72.0
FMT.0196H,ASV_5,179.0
FMT.0200D,ASV_5,42.0
FMT.0200E,ASV_5,7.0
FMT.0200F,ASV_5,77.0
FMT.0200G,ASV_5,78.0
FMT.0200H,ASV_5,218.0
FMT.0200I,ASV_5,124.0
FMT.0063EEE,ASV_5,481.0
FMT.0063FFF,ASV_5,81.0
FMT.0063HHH,ASV_5,329.0
FMT.0063JJ,ASV_5,475.0
FMT.0063KK,ASV_5,943.0
FMT.0063PP,ASV_5,344.0
FMT.0063QQ,ASV_5,1199.0
FMT.0063VV,ASV_5,885.0
FMT.0063WW,ASV_5,1405.0
FMT.0063XX,ASV_5,299.0
FMT.0107A,ASV_5,117.0
FMT.0107D,ASV_5,1762.0
FMT.0107E,ASV_5,431.0
FMT.0107F,ASV_5,128.0
FMT.0107H,ASV_5,196.0
FMT.0107I,ASV_5,346.0
FMT.0107J,ASV_5,197.0
FMT.0107K,ASV_5,563.0
FMT.0107M,ASV_5,276.0
FMT.0107N,ASV_5,253.0
FMT.0107O,ASV_5,436.0
FMT.0107P,ASV_5,417.0
FMT.0107Q,ASV_5,96.0
FMT.0107S,ASV_5,982.0
1366A,ASV_5,287.0
1366B,ASV_5,955.0
1366C,ASV_5,1508.0
1366D,ASV_5,486.0
1366E,ASV_5,2199.0
1366F,ASV_5,3806.0
1366G,ASV_5,743.0
1366H,ASV_5,1016.0
1366I,ASV_5,199.0
1366J,ASV_5,262.0
1366K,ASV_5,635.0
1366L,ASV_5,681.0
1366M,ASV_5,776.0
1366N,ASV_5,268.0
1371A,ASV_5,7.0
1371C,ASV_5,174.0
1371D,ASV_5,318.0
1574K,ASV_5,2553.0
1588C,ASV_5,354.0
628J,ASV_5,1866.0
628K,ASV_5,772.0
628L,ASV_5,2889.0
628M,ASV_5,716.0
628N,ASV_5,941.0
628O,ASV_5,1896.0
FMT.0157B,ASV_5,590.0
FMT.0157E,ASV_5,741.0
FMT.0157F,ASV_5,889.0
FMT.0157H,ASV_5,22.0
FMT.0157J,ASV_5,161.0
1642D,ASV_5,1513.0
1642E,ASV_5,4156.0
1642H,ASV_5,38.0
1691C,ASV_5,60.0
1691H,ASV_5,356.0
FMT.0239B,ASV_5,6088.0
FMT.0243C,ASV_5,6086.0
FMT.0243J,ASV_5,2137.0
FMT.0239D,ASV_5,3124.0
FMT.0241B,ASV_5,1530.0
FMT.0244E,ASV_5,12114.0
FMT.0244F,ASV_5,4092.0
FMT.0244H,ASV_5,26806.0
FMT.0244N,ASV_5,14989.0
FMT.0244O,ASV_5,6031.0
FMT.0244R,ASV_5,3525.0
FMT.0250K,ASV_5,6994.0
FMT.0250L,ASV_5,2834.0
FMT.0250M,ASV_5,8998.0
FMT.0251A,ASV_5,4848.0
FMT.0251B,ASV_5,3458.0
FMT.0251C,ASV_5,7798.0
FMT.0251D,ASV_5,2540.0
FMT.0251E,ASV_5,5356.0
FMT.0251G,ASV_5,6989.0
FMT.0251H,ASV_5,2296.0
FMT.0251J,ASV_5,2347.0
1656D,ASV_5,5737.0
1656E,ASV_5,3590.0
1706B,ASV_5,17261.0
1706C,ASV_5,19735.0
1706D,ASV_5,4840.0
1706F,ASV_5,1767.0
1366O,ASV_5,4077.0
1366P,ASV_5,3146.0
1366Q,ASV_5,978.0
1371H,ASV_5,730.0
1380B,ASV_5,1155.0
1380C,ASV_5,921.0
1393A,ASV_5,3102.0
1393B,ASV_5,1224.0
1393C,ASV_5,2971.0
1394A,ASV_5,79.0
1588D,ASV_5,106.0
1588E,ASV_5,174.0
1588F,ASV_5,274.0
1630B,ASV_5,1079.0
1630C,ASV_5,669.0
1630D,ASV_5,473.0
1630F,ASV_5,1631.0
1630G,ASV_5,557.0
1630H,ASV_5,39.0
FMT.0157N,ASV_5,474.0
FMT.0157O,ASV_5,2766.0
FMT.0232C,ASV_5,2488.0
FMT.0232E,ASV_5,827.0
FMT.0232F,ASV_5,1040.0
FMT.0232G,ASV_5,721.0
FMT.0232J,ASV_5,2552.0
1617O,ASV_5,10.0
1617P,ASV_5,7.0
1622A,ASV_5,11.0
FMT.0229G,ASV_5,64.0
FMT.0229H,ASV_5,85.0
FMT.0229I,ASV_5,27.0
FMT.0229J,ASV_5,63.0
FMT.0229K,ASV_5,34.0
FMT.0236C,ASV_5,86.0
FMT.0236D,ASV_5,61.0
FMT.0236E,ASV_5,34.0
FMT.0236G,ASV_5,84.0
FMT.0236H,ASV_5,137.0
FMT.0236L,ASV_5,46.0
FMT.0236M,ASV_5,85.0
FMT.0236N,ASV_5,168.0
FMT.0240B,ASV_5,68.0
FMT.0240C,ASV_5,222.0
FMT.0240D,ASV_5,115.0
FMT.0240E,ASV_5,146.0
FMT.0240I,ASV_5,104.0
FMT.0240L,ASV_5,30.0
1957L,ASV_5,14076.0
1965D,ASV_5,21355.0
1965E,ASV_5,8002.0
1965F,ASV_5,10111.0
1965G,ASV_5,12367.0
1965H,ASV_5,8955.0
1965I,ASV_5,6875.0
1965K,ASV_5,6076.0
1965L,ASV_5,10156.0
1965P,ASV_5,2646.0
1976A,ASV_5,6552.0
1976B,ASV_5,10024.0
1976D,ASV_5,11820.0
1976E,ASV_5,7143.0
1976F,ASV_5,8477.0
1981A,ASV_5,9409.0
1981E,ASV_5,14516.0
1981H,ASV_5,5078.0
1532F,ASV_5,4206.0
1546D,ASV_5,2061.0
1546E,ASV_5,2136.0
1546G,ASV_5,40.0
1546I,ASV_5,5905.0
FMT.0197F,ASV_5,261.0
FMT.0197G,ASV_5,858.0
FMT.0197H,ASV_5,420.0
FMT.0197Q,ASV_5,1226.0
FMT.0197R,ASV_5,1490.0
FMT.0197S,ASV_5,1732.0
FMT.0197U,ASV_5,1141.0
FMT.0212D,ASV_5,27.0
FMT.0212F,ASV_5,2706.0
FMT.0212G,ASV_5,12.0
FMT.0215A,ASV_5,866.0
FMT.0215B,ASV_5,634.0
FMT.0215D,ASV_5,7498.0
FMT.0215E,ASV_5,443.0
FMT.0219F,ASV_5,2521.0
FMT.0219G,ASV_5,2111.0
FMT.0219H,ASV_5,654.0
1772A,ASV_5,1435.0
1772B,ASV_5,1262.0
1772D,ASV_5,407.0
1772F,ASV_5,567.0
1772J,ASV_5,1048.0
1772K,ASV_5,2120.0
1772L,ASV_5,3299.0
1772N,ASV_5,339.0
1773E,ASV_5,871.0
1773H,ASV_5,446.0
1773I,ASV_5,306.0
1773J,ASV_5,599.0
1773M,ASV_5,1104.0
1776A,ASV_5,234.0
1776B,ASV_5,794.0
1776D,ASV_5,67.0
1785E,ASV_5,1950.0
1785O,ASV_5,1813.0
1785P,ASV_5,1893.0
1786B,ASV_5,845.0
1786C,ASV_5,2874.0
1786D,ASV_5,2941.0
1431C,ASV_5,379.0
1431E,ASV_5,3004.0
1431G,ASV_5,6202.0
1432A,ASV_5,93.0
1432D,ASV_5,485.0
1432G,ASV_5,856.0
1432H,ASV_5,628.0
FMT.0125I,ASV_5,1978.0
FMT.0125M,ASV_5,526.0
FMT.0161F,ASV_5,1624.0
FMT.0161M,ASV_5,225.0
FMT.0161N,ASV_5,36.0
FMT.0161O,ASV_5,300.0
FMT.0169G,ASV_5,1162.0
FMT.0169I,ASV_5,3415.0
FMT.0169J,ASV_5,417.0
FMT.0169K,ASV_5,1377.0
FMT.0171B,ASV_5,556.0
FMT.0171C,ASV_5,27.0
FMT.0171D,ASV_5,2482.0
FMT.0171F,ASV_5,955.0
FMT.0171G,ASV_5,831.0
FMT.0172D,ASV_5,1722.0
FMT.0172E,ASV_5,259.0
FMT.0172G,ASV_5,291.0
1789D,ASV_5,7876.0
1789E,ASV_5,4639.0
1789F,ASV_5,15946.0
1789I,ASV_5,1946.0
1789J,ASV_5,12846.0
1789K,ASV_5,9488.0
1826D,ASV_5,9337.0
1826E,ASV_5,3083.0
972C,ASV_5,1313.0
972G,ASV_5,5787.0
972H,ASV_5,108.0
972I,ASV_5,14191.0
972L,ASV_5,2856.0
972M,ASV_5,1016.0
972N,ASV_5,10640.0
972O,ASV_5,2480.0
972Q,ASV_5,27922.0
972R,ASV_5,1654.0
FMT.0001D,ASV_5,1683.0
FMT.0061A,ASV_5,2654.0
FMT.0064X,ASV_5,2404.0
FMT.0076O,ASV_5,1360.0
FMT.0076Q,ASV_5,1655.0
FMT.0080A,ASV_5,2233.0
FMT.0080O,ASV_5,2901.0
FMT.0091II,ASV_5,2012.0
FMT.0091KK,ASV_5,3660.0
FMT.0092AA,ASV_5,6363.0
FMT.0092CC,ASV_5,2805.0
FMT.0106A,ASV_5,5485.0
FMT.0106R,ASV_5,778.0
FMT.0118F,ASV_5,2196.0
FMT.0118H,ASV_5,8568.0
FMT.0120L,ASV_5,2064.0
FMT.0154A,ASV_5,380.0
FMT.0154H,ASV_5,3899.0
FMT.0154J,ASV_5,4000.0
FMT.0160O,ASV_5,6504.0
FMT.0171A,ASV_5,3098.0
FMT.0171U,ASV_5,746.0
FMT.0173A,ASV_5,799.0
FMT.0173N,ASV_5,894.0
FMT.0173P,ASV_5,53.0
FMT.0176A,ASV_5,5133.0
FMT.0178A,ASV_5,1032.0
FMT.0178Y,ASV_5,3699.0
FMT.0182A,ASV_5,1955.0
FMT.0182I,ASV_5,506.0
FMT.0182K,ASV_5,5469.0
FMT.0191A,ASV_5,1298.0
FMT.0191L,ASV_5,3267.0
FMT.0191O,ASV_5,2457.0
FMT.0207M,ASV_5,991.0
1645B,ASV_5,7466.0
1645C,ASV_5,2269.0
1645D,ASV_5,6.0
1645G,ASV_5,425.0
1645I,ASV_5,801.0
1645J,ASV_5,51.0
1648C,ASV_5,6582.0
1648E,ASV_5,2705.0
1656H,ASV_5,93.0
1656I,ASV_5,158.0
1656J,ASV_5,535.0
1656L,ASV_5,920.0
1656N,ASV_5,2284.0
1656O,ASV_5,5217.0
1658D,ASV_5,4545.0
1658F,ASV_5,13214.0
1663D,ASV_5,4489.0
1663G,ASV_5,4611.0
1665L,ASV_5,1032.0
1669B,ASV_5,121.0
1690E,ASV_5,3302.0
1690F,ASV_5,328.0
1690H,ASV_5,1892.0
1690K,ASV_5,706.0
1690L,ASV_5,6659.0
1622K,ASV_5,5702.0
1622L,ASV_5,2600.0
1833A,ASV_5,631.0
1833B,ASV_5,326.0
1833C,ASV_5,2076.0
1833E,ASV_5,3635.0
1838A,ASV_5,2543.0
1838B,ASV_5,3176.0
1838D,ASV_5,27.0
1838E,ASV_5,3625.0
1838H,ASV_5,1424.0
1838I,ASV_5,1613.0
1839B,ASV_5,375.0
1839C,ASV_5,3277.0
1839D,ASV_5,1090.0
1839F,ASV_5,1661.0
1839G,ASV_5,2415.0
1842B,ASV_5,3046.0
1842C,ASV_5,2812.0
1842E,ASV_5,2414.0
1842F,ASV_5,1584.0
1873G,ASV_5,3869.0
1873H,ASV_5,1303.0
1873J,ASV_5,675.0
1873Q,ASV_5,30.0
1881A,ASV_5,40.0
1881B,ASV_5,999.0
1881C,ASV_5,722.0
1881D,ASV_5,1124.0
1881E,ASV_5,483.0
1881G,ASV_5,1135.0
1881H,ASV_5,1125.0
1460B,ASV_5,291.0
1460C,ASV_5,518.0
1460E,ASV_5,211.0
1460F,ASV_5,518.0
1460M,ASV_5,162.0
1461D,ASV_5,1030.0
1461E,ASV_5,196.0
1461F,ASV_5,691.0
1461H,ASV_5,399.0
1461I,ASV_5,79.0
1461T,ASV_5,157.0
1461U,ASV_5,69.0
1462A,ASV_5,21.0
1462G,ASV_5,93.0
FMT.0186D,ASV_5,153.0
FMT.0186E,ASV_5,68.0
FMT.0186F,ASV_5,709.0
FMT.0186G,ASV_5,77.0
FMT.0186H,ASV_5,30.0
FMT.0186J,ASV_5,420.0
FMT.0186K,ASV_5,296.0
FMT.0186L,ASV_5,337.0
FMT.0186M,ASV_5,26.0
FMT.0189C,ASV_5,728.0
FMT.0189I,ASV_5,81.0
FMT.0189J,ASV_5,607.0
FMT.0189L,ASV_5,190.0
FMT.0192C,ASV_5,62.0
FMT.0192D,ASV_5,6.0
FMT.0192E,ASV_5,111.0
FMT.0192F,ASV_5,491.0
FMT.0192G,ASV_5,175.0
FMT.0192H,ASV_5,23.0
FMT.0192S,ASV_5,512.0
FMT.0192T,ASV_5,455.0
FMT.0196C,ASV_5,203.0
FMT.0196J,ASV_5,183.0
FMT.0200A,ASV_5,454.0
FMT.0200B,ASV_5,185.0
FMT.0200C,ASV_5,349.0
1460N,ASV_5,1137.0
1461W,ASV_5,1396.0
1461X,ASV_5,185.0
1462H,ASV_5,440.0
1479D,ASV_5,668.0
1479E,ASV_5,282.0
1493C,ASV_5,63.0
1856B,ASV_5,396.0
1919A,ASV_5,265.0
1919H,ASV_5,323.0
2105A,ASV_5,1150.0
2105B,ASV_5,126.0
2105E,ASV_5,235.0
2105Q,ASV_5,114.0
FMT.0189N,ASV_5,275.0
FMT.0189O,ASV_5,42.0
FMT.0189P,ASV_5,293.0
FMT.0189S,ASV_5,49.0
FMT.0195E,ASV_5,391.0
FMT.0208B,ASV_5,1338.0
FMT.0208C,ASV_5,149.0
FMT.0219A,ASV_5,140.0
FMT.0219B,ASV_5,135.0
FMT.0219C,ASV_5,740.0
FMT.0219D,ASV_5,669.0
1848C,ASV_5,77142.0
1848D,ASV_5,44718.0
1372R,ASV_5,6526.0
1372S,ASV_5,2885.0
1381D,ASV_5,765.0
1400A,ASV_5,5541.0
1934K,ASV_5,132.0
1934L,ASV_5,49.0
1937B,ASV_5,3903.0
1937E,ASV_5,4820.0
1937F,ASV_5,11505.0
1945F,ASV_5,2798.0
1945G,ASV_5,8811.0
1945I,ASV_5,2344.0
1951B,ASV_5,6668.0
1951G,ASV_5,2085.0
1957H,ASV_5,4.0
1965A,ASV_5,3183.0
1965B,ASV_5,4795.0
1965C,ASV_5,1724.0
FMT.0100H,ASV_5,1815.0
FMT.0100I,ASV_5,2660.0
FMT.0100J,ASV_5,980.0
FMT.0164C,ASV_5,3424.0
FMT.0164E,ASV_5,2665.0
FMT.0164F,ASV_5,42.0
1493D,ASV_5,343.0
1493E,ASV_5,2087.0
1493F,ASV_5,466.0
1493G,ASV_5,514.0
1493H,ASV_5,351.0
1493K,ASV_5,64.0
1493L,ASV_5,51.0
1493M,ASV_5,332.0
1493N,ASV_5,1972.0
1511B,ASV_5,521.0
1511C,ASV_5,857.0
1511D,ASV_5,343.0
1511F,ASV_5,94.0
1521M,ASV_5,85.0
1521N,ASV_5,2135.0
1532B,ASV_5,3496.0
1532C,ASV_5,964.0
FMT.0197N,ASV_5,36.0
FMT.0197O,ASV_5,806.0
FMT.0197P,ASV_5,648.0
FMT.0208E,ASV_5,197.0
FMT.0208G,ASV_5,821.0
FMT.0208H,ASV_5,4361.0
FMT.0208K,ASV_5,621.0
FMT.0208L,ASV_5,1816.0
FMT.0208M,ASV_5,552.0
FMT.0208O,ASV_5,625.0
FMT.0212A,ASV_5,148.0
FMT.0212C,ASV_5,373.0
1777C,ASV_5,1478.0
1791B,ASV_5,457.0
1796D,ASV_5,222.0
1796E,ASV_5,326.0
1796F,ASV_5,112.0
1798A,ASV_5,997.0
1798I,ASV_5,745.0
1798J,ASV_5,1233.0
1798K,ASV_5,115.0
1366S,ASV_5,11484.0
1380G,ASV_5,4006.0
1380K,ASV_5,2857.0
1393E,ASV_5,7258.0
1393H,ASV_5,206.0
1393I,ASV_5,4460.0
1393J,ASV_5,7159.0
1393K,ASV_5,2515.0
1393L,ASV_5,33.0
1393M,ASV_5,941.0
1394C,ASV_5,6567.0
1394E,ASV_5,10592.0
1394F,ASV_5,4955.0
1394J,ASV_5,3580.0
1431A,ASV_5,2534.0
FMT.0161C,ASV_5,223.0
FMT.0161D,ASV_5,307.0
FMT.0161E,ASV_5,2011.0
FMT.0165B,ASV_5,7171.0
FMT.0165C,ASV_5,6503.0
FMT.0165H,ASV_5,765.0
FMT.0165J,ASV_5,43.0
FMT.0169B,ASV_5,1589.0
FMT.0169D,ASV_5,5901.0
FMT.0169E,ASV_5,5278.0
FMT.0169F,ASV_5,74.0
FMT.0171P,ASV_5,382.0
FMT.0171Q,ASV_5,6395.0
FMT.0172B,ASV_5,107.0
1560B,ASV_5,39.0
1560E,ASV_5,1068.0
1560F,ASV_5,489.0
1560G,ASV_5,840.0
1574B,ASV_5,85.0
1574C,ASV_5,125.0
1574D,ASV_5,598.0
1574E,ASV_5,105.0
1574F,ASV_5,55.0
1574G,ASV_5,440.0
1574H,ASV_5,811.0
1574I,ASV_5,303.0
1580C,ASV_5,134.0
1580D,ASV_5,44.0
1580I,ASV_5,673.0
1580K,ASV_5,134.0
1581C,ASV_5,57.0
1581D,ASV_5,874.0
1583C,ASV_5,45.0
628C,ASV_5,18.0
628D,ASV_5,596.0
628F,ASV_5,124.0
628G,ASV_5,176.0
628H,ASV_5,136.0
628I,ASV_5,310.0
1716A,ASV_5,911.0
1716B,ASV_5,1252.0
1720C,ASV_5,156.0
1721A,ASV_5,1314.0
1721B,ASV_5,237.0
1721E,ASV_5,312.0
1721F,ASV_5,1469.0
1721G,ASV_5,459.0
1726B,ASV_5,268.0
1730A,ASV_5,1528.0
1730B,ASV_5,2380.0
1736A,ASV_5,1097.0
1736B,ASV_5,25.0
1755D,ASV_5,1164.0
1755K,ASV_5,493.0
1755L,ASV_5,1886.0
1758H,ASV_5,277.0
1844D,ASV_5,1133.0
1844G,ASV_5,801.0
1844H,ASV_5,378.0
1848F,ASV_5,428.0
1848G,ASV_5,2651.0
1848H,ASV_5,110.0
1848K,ASV_5,3161.0
1865B,ASV_5,1128.0
1865G,ASV_5,112.0
1865H,ASV_5,250.0
1866D,ASV_5,45.0
1866E,ASV_5,696.0
1866F,ASV_5,48.0
1866J,ASV_5,40.0
1873B,ASV_5,972.0
1873C,ASV_5,1919.0
FMT.0010B,ASV_5,111.0
FMT.0010F,ASV_5,489.0
FMT.0010M,ASV_5,369.0
FMT.0010Q,ASV_5,330.0
